,Geographic Area,City,poverty_rate
843,AK,Pope-Vannoy Landing CDP,
844,AK,Portage Creek CDP,
845,AK,Port Alexander city,0.0
846,AK,Port Alsworth CDP,2.1
847,AK,Port Clarence CDP,
848,AK,Port Graham CDP,28.2
849,AK,Port Heiden city,0.0
850,AK,Port Lions city,20.8
851,AK,Port Protection CDP,39.0
852,AK,Primrose CDP,8.2
853,AK,Prudhoe Bay CDP,3.9
854,AK,Quinhagak city,38.0
855,AK,Rampart CDP,0.0
856,AK,Red Devil CDP,31.8
857,AK,Red Dog Mine CDP,0.0
858,AK,Ridgeway CDP,9.6
859,AK,Ruby city,33.2
860,AK,Russian Mission city,33.3
861,AK,St. George city,11.3
862,AK,St. Mary's city,20.8
863,AK,St. Michael city,38.0
864,AK,St. Paul city,14.8
865,AK,Salamatof CDP,14.9
866,AK,Salcha CDP,9.8
867,AK,Sand Point city,18.2
868,AK,Savoonga city,48.4
869,AK,Saxman city,15.2
870,AK,Scammon Bay city,44.1
871,AK,Selawik city,29.9
872,AK,Seldovia city,9.5
873,AK,Seldovia Village CDP,10.9
874,AK,Seward city,8.4
875,AK,Shageluk city,25.6
876,AK,Shaktoolik city,23.3
877,AK,Shishmaref city,42.8
878,AK,Shungnak city,28.8
879,AK,Silver Springs CDP,7.7
880,AK,Sitka city and borough,9.0
881,AK,Skagway CDP,4.6
882,AK,Skwentna CDP,26.2
883,AK,Slana CDP,92.9
884,AK,Sleetmute CDP,33.7
885,AK,Soldotna city,5.2
886,AK,South Naknek CDP,12.7
887,AK,South Van Horn CDP,29.6
888,AK,Stebbins city,29.3
889,AK,Steele Creek CDP,3.1
890,AK,Sterling CDP,10.1
891,AK,Stevens Village CDP,72.0
892,AK,Stony River CDP,62.5
893,AK,Sunrise CDP,0.0
894,AK,Susitna CDP,
895,AK,Susitna North CDP,14.3
896,AK,Sutton-Alpine CDP,28.6
897,AK,Takotna CDP,32.7
898,AK,Talkeetna CDP,6.7
899,AK,Tanacross CDP,30.7
900,AK,Tanaina CDP,12.2
901,AK,Tanana city,4.2
902,AK,Tatitlek CDP,12.8
903,AK,Tazlina CDP,14.5
904,AK,Teller city,39.4
905,AK,Tenakee Springs city,2.0
906,AK,Tetlin CDP,38.1
907,AK,Thorne Bay city,13.4
908,AK,Togiak city,23.5
909,AK,Tok CDP,16.8
910,AK,Toksook Bay city,14.6
911,AK,Tolsona CDP,
912,AK,Tonsina CDP,0.0
913,AK,Trapper Creek CDP,21.8
914,AK,Tuluksak CDP,74.7
915,AK,Tuntutuliak CDP,42.0
916,AK,Tununak CDP,32.9
917,AK,Twin Hills CDP,29.5
918,AK,Two Rivers CDP,0.0
919,AK,Tyonek CDP,21.0
920,AK,Ugashik CDP,0.0
921,AK,Unalakleet city,14.9
922,AK,Unalaska city,7.6
923,AK,Upper Kalskag city,18.3
924,AK,Valdez city,9.4
925,AK,Venetie CDP,53.1
926,AK,Wainwright city,18.2
927,AK,Wales city,34.8
928,AK,Wasilla city,11.7
929,AK,Whale Pass CDP,0.0
930,AK,White Mountain city,34.3
931,AK,Whitestone CDP,6.0
932,AK,Whitestone Logging Camp CDP,
933,AK,Whittier city,11.2
934,AK,Willow CDP,13.4
935,AK,Willow Creek CDP,0.0
936,AK,Wiseman CDP,0.0
937,AK,Womens Bay CDP,13.8
938,AK,Wrangell city and borough,11.8
939,AK,Yakutat CDP,5.9
940,AZ,Aguila CDP,57.4
941,AZ,Ajo CDP,33.6
942,AZ,Ak Chin CDP,12.1
943,AZ,Ak-Chin Village CDP,54.5
944,AZ,Alamo Lake CDP,0.0
945,AZ,Ali Chuk CDP,73.2
946,AZ,Ali Chukson CDP,17.6
947,AZ,Ali Molina CDP,62.6
948,AZ,Alpine CDP,20.0
949,AZ,Amado CDP,0.0
950,AZ,Anegam CDP,49.4
951,AZ,Antares CDP,40.7
952,AZ,Anthem CDP,2.9
953,AZ,Apache Junction city,24.0
954,AZ,Arivaca CDP,16.4
955,AZ,Arivaca Junction CDP,30.3
956,AZ,Arizona City CDP,17.7
957,AZ,Arizona Village CDP,33.7
958,AZ,Arlington CDP,0.0
959,AZ,Ash Fork CDP,74.8
960,AZ,Avenue B and C CDP,43.7
961,AZ,Avondale city,18.6
962,AZ,Avra Valley CDP,13.3
963,AZ,Aztec CDP,0.0
964,AZ,Bagdad CDP,3.6
965,AZ,Bear Flat CDP,0.0
966,AZ,Beaver Dam CDP,29.2
967,AZ,Beaver Valley CDP,0.0
968,AZ,Benson city,22.1
969,AZ,Beyerville CDP,45.1
970,AZ,Bisbee city,29.1
971,AZ,Bitter Springs CDP,49.4
972,AZ,Black Canyon City CDP,14.7
973,AZ,Blackwater CDP,61.0
974,AZ,Bluewater CDP,12.1
975,AZ,Bouse CDP,8.0
976,AZ,Bowie CDP,21.6
977,AZ,Brenda CDP,11.0
978,AZ,Bryce CDP,15.3
979,AZ,Buckeye town,14.8
980,AZ,Buckshot CDP,0.0
981,AZ,Bullhead City city,19.7
982,AZ,Burnside CDP,45.3
983,AZ,Bylas CDP,56.9
984,AZ,Cactus Flats CDP,26.6
985,AZ,Cactus Forest CDP,8.0
986,AZ,Cameron CDP,38.2
987,AZ,Campo Bonito CDP,0.0
988,AZ,Camp Verde town,25.4
989,AZ,Cane Beds CDP,16.9
990,AZ,Canyon Day CDP,43.8
991,AZ,Carefree town,9.6
992,AZ,Carrizo CDP,65.9
993,AZ,Casa Blanca CDP,60.3
994,AZ,Casa Grande city,16.9
995,AZ,Casas Adobes CDP,9.6
996,AZ,Catalina CDP,10.0
997,AZ,Catalina Foothills CDP,6.0
998,AZ,Cave Creek town,5.8
999,AZ,Cedar Creek CDP,52.9
1000,AZ,Centennial Park CDP,41.0
1001,AZ,Central CDP,6.4
1002,AZ,Central Heights-Midland City CDP,19.8
1003,AZ,Chandler city,10.0
1004,AZ,Charco CDP,68.8
1005,AZ,Chiawuli Tak CDP,0.0
1006,AZ,Chilchinbito CDP,59.2
1007,AZ,Chinle CDP,38.8
1008,AZ,Chino Valley town,18.3
1009,AZ,Chloride CDP,29.7
1010,AZ,Christopher Creek CDP,37.8
1011,AZ,Chuichu CDP,0.0
1012,AZ,Cibecue CDP,64.6
1013,AZ,Cibola CDP,14.8
1014,AZ,Cienega Springs CDP,23.4
1015,AZ,Citrus Park CDP,6.0
1016,AZ,Clacks Canyon CDP,0.0
1017,AZ,Clarkdale town,6.6
1018,AZ,Claypool CDP,28.5
1019,AZ,Clay Springs CDP,67.2
1020,AZ,Clifton town,9.2
1021,AZ,Colorado City town,51.5
1022,AZ,Comobabi CDP,0.0
1023,AZ,Concho CDP,0.0
1024,AZ,Congress CDP,6.1
1025,AZ,Coolidge city,27.4
1026,AZ,Copper Hill CDP,0.0
1027,AZ,Cordes Lakes CDP,25.4
1028,AZ,Cornfields CDP,54.7
1029,AZ,Cornville CDP,9.1
1030,AZ,Corona de Tucson CDP,1.3
1031,AZ,Cottonwood CDP,9.6
1032,AZ,Cottonwood city,19.9
1033,AZ,Cowlic CDP,88.9
1034,AZ,Crozier CDP,12.5
1035,AZ,Crystal Beach CDP,17.5
1036,AZ,Cutter CDP,42.2
1037,AZ,Dateland CDP,13.7
1038,AZ,Deer Creek CDP,18.1
1039,AZ,Del Muerto CDP,27.4
1040,AZ,Dennehotso CDP,41.6
1041,AZ,Desert Hills CDP,32.8
1042,AZ,Dewey-Humboldt town,12.1
1043,AZ,Dilkon CDP,44.4
1044,AZ,Dolan Springs CDP,30.5
1045,AZ,Doney Park CDP,8.4
1046,AZ,Donovan Estates CDP,15.3
1047,AZ,Douglas city,32.0
1048,AZ,Dragoon CDP,20.4
1049,AZ,Drexel Heights CDP,23.7
1050,AZ,Dripping Springs CDP,5.8
1051,AZ,Drysdale CDP,78.5
1052,AZ,Dudleyville CDP,14.3
1053,AZ,Duncan town,28.4
1054,AZ,Eagar town,18.0
1055,AZ,East Fork CDP,47.8
1056,AZ,East Globe CDP,0.0
1057,AZ,East Verde Estates CDP,22.4
1058,AZ,Ehrenberg CDP,12.4
1059,AZ,El Capitan CDP,0.0
1060,AZ,Elephant Head CDP,11.7
1061,AZ,Elfrida CDP,3.4
1062,AZ,Elgin CDP,13.0
1063,AZ,El Mirage city,19.9
1064,AZ,Eloy city,36.2
1065,AZ,El Prado Estates CDP,26.8
1066,AZ,First Mesa CDP,39.3
1067,AZ,Flagstaff city,24.2
1068,AZ,Florence town,16.8
1069,AZ,Flowing Springs CDP,26.2
1070,AZ,Flowing Wells CDP,23.7
1071,AZ,Fort Apache CDP,0.0
1072,AZ,Fort Defiance CDP,41.8
1073,AZ,Fort Mohave CDP,9.0
1074,AZ,Fort Thomas CDP,0.0
1075,AZ,Fortuna Foothills CDP,10.3
1076,AZ,Fort Valley CDP,9.1
1077,AZ,Fountain Hills town,5.8
1078,AZ,Franklin CDP,26.5
1079,AZ,Fredonia town,19.2
1080,AZ,Freedom Acres CDP,0.0
1081,AZ,Gadsden CDP,19.5
1082,AZ,Ganado CDP,24.8
1083,AZ,Geronimo Estates CDP,0.0
1084,AZ,Gila Bend town,27.9
1085,AZ,Gila Crossing CDP,44.6
1086,AZ,Gilbert town,6.6
1087,AZ,Gisela CDP,49.4
1088,AZ,Glendale city,21.7
1089,AZ,Globe city,19.8
1090,AZ,Gold Canyon CDP,5.9
1091,AZ,Golden Shores CDP,7.4
1092,AZ,Golden Valley CDP,25.1
1093,AZ,Goodyear city,8.8
1094,AZ,Goodyear Village CDP,52.1
1095,AZ,Grand Canyon Village CDP,39.3
1096,AZ,Grand Canyon West CDP,
1097,AZ,Greasewood CDP,41.2
1098,AZ,Green Valley CDP,5.2
1099,AZ,Greer CDP,0.0
1100,AZ,Guadalupe town,24.8
1101,AZ,Gu Oidak CDP,0.0
1102,AZ,Hackberry CDP,4.3
1103,AZ,Haigler Creek CDP,0.0
1104,AZ,Haivana Nakya CDP,60.6
1105,AZ,Hard Rock CDP,18.8
1106,AZ,Hayden town,32.0
1107,AZ,Heber-Overgaard CDP,24.0
1108,AZ,Holbrook city,20.6
1109,AZ,Hondah CDP,31.4
1110,AZ,Hotevilla-Bacavi CDP,25.7
1111,AZ,Houck CDP,54.1
1112,AZ,Huachuca City town,32.9
1113,AZ,Hunter Creek CDP,
1114,AZ,Icehouse Canyon CDP,42.9
1115,AZ,Indian Wells CDP,43.4
1116,AZ,Jakes Corner CDP,43.9
1117,AZ,Jeddito CDP,44.4
1118,AZ,Jerome town,24.2
1119,AZ,Joseph City CDP,31.7
1120,AZ,Kachina Village CDP,11.3
1121,AZ,Kaibab CDP,29.9
1122,AZ,Kaibito CDP,39.7
1123,AZ,Kaka CDP,83.7
1124,AZ,Katherine CDP,4.9
1125,AZ,Kayenta CDP,42.5
1126,AZ,Keams Canyon CDP,21.7
1127,AZ,Kearny town,21.2
1128,AZ,Kingman city,20.7
1129,AZ,Kino Springs CDP,22.7
1130,AZ,Klagetoh CDP,46.0
1131,AZ,Kohatk CDP,0.0
1132,AZ,Kohls Ranch CDP,0.0
1133,AZ,Komatke CDP,64.5
1134,AZ,Ko Vaya CDP,0.0
1135,AZ,Kykotsmovi Village CDP,27.8
1136,AZ,Lake Havasu City city,13.8
1137,AZ,Lake Montezuma CDP,17.4
1138,AZ,Lake of the Woods CDP,12.9
1139,AZ,La Paz Valley CDP,17.1
1140,AZ,Lazy Y U CDP,11.6
1141,AZ,LeChee CDP,15.3
1142,AZ,Leupp CDP,25.5
1143,AZ,Linden CDP,8.7
1144,AZ,Litchfield Park city,5.1
1145,AZ,Littlefield CDP,0.0
1146,AZ,Littletown CDP,22.5
1147,AZ,Lower Santan Village CDP,76.4
1148,AZ,Low Mountain CDP,46.7
1149,AZ,Lukachukai CDP,40.2
1150,AZ,Lupton CDP,0.0
1151,AZ,McConnico CDP,
1152,AZ,McNary CDP,48.4
1153,AZ,McNeal CDP,17.2
1154,AZ,Maish Vaya CDP,45.9
1155,AZ,Mammoth town,28.5
1156,AZ,Many Farms CDP,31.8
1157,AZ,Marana town,5.8
1158,AZ,Maricopa city,8.1
1159,AZ,Maricopa Colony CDP,41.0
1160,AZ,Martinez Lake CDP,0.0
1161,AZ,Mayer CDP,13.9
1162,AZ,Mead Ranch CDP,35.7
1163,AZ,Meadview CDP,19.4
1164,AZ,Mesa city,16.5
1165,AZ,Mesa del Caballo CDP,24.5
1166,AZ,Mescal CDP,12.2
1167,AZ,Mesquite Creek CDP,7.5
1168,AZ,Miami town,21.1
1169,AZ,Miracle Valley CDP,5.0
1170,AZ,Moccasin CDP,18.2
1171,AZ,Moenkopi CDP,19.9
1172,AZ,Mohave Valley CDP,24.5
1173,AZ,Mojave Ranch Estates CDP,41.5
1174,AZ,Morenci CDP,6.8
1175,AZ,Morristown CDP,11.3
1176,AZ,Mountainaire CDP,4.0
1177,AZ,Munds Park CDP,15.9
1178,AZ,Naco CDP,40.2
1179,AZ,Nazlini CDP,50.1
1180,AZ,Nelson CDP,30.4
1181,AZ,New Kingman-Butler CDP,30.8
1182,AZ,New River CDP,8.1
1183,AZ,Nogales city,32.7
1184,AZ,Nolic CDP,
1185,AZ,North Fork CDP,37.6
1186,AZ,Nutrioso CDP,0.0
1187,AZ,Oak Springs CDP,38.6
1188,AZ,Oatman CDP,43.3
1189,AZ,Oljato-Monument Valley CDP,70.8
1190,AZ,Oracle CDP,18.0
1191,AZ,Orange Grove Mobile Manor CDP,59.9
1192,AZ,Oro Valley town,5.6
1193,AZ,Oxbow Estates CDP,0.0
1194,AZ,Padre Ranchitos CDP,74.6
1195,AZ,Page city,14.4
1196,AZ,Palominas CDP,77.0
1197,AZ,Paradise Valley town,7.2
1198,AZ,Parker town,15.4
1199,AZ,Parker Strip CDP,11.0
1200,AZ,Parks CDP,8.9
1201,AZ,Patagonia town,29.1
1202,AZ,Paulden CDP,21.8
1203,AZ,Payson town,12.7
1204,AZ,Peach Springs CDP,40.5
1205,AZ,Peeples Valley CDP,20.3
1206,AZ,Peoria city,9.2
1207,AZ,Peridot CDP,40.7
1208,AZ,Phoenix city,23.1
1209,AZ,Picacho CDP,26.3
1210,AZ,Picture Rocks CDP,13.3
1211,AZ,Pima town,22.5
1212,AZ,Pimaco Two CDP,10.3
1213,AZ,Pinal CDP,51.0
1214,AZ,Pine CDP,5.9
1215,AZ,Pinedale CDP,30.6
1216,AZ,Pine Lake CDP,20.5
1217,AZ,Pinetop Country Club CDP,0.0
1218,AZ,Pinetop-Lakeside town,22.5
1219,AZ,Pinion Pines CDP,0.0
1220,AZ,Pinon CDP,29.5
1221,AZ,Pirtleville CDP,45.2
1222,AZ,Pisinemo CDP,70.2
1223,AZ,Poston CDP,25.1
1224,AZ,Prescott city,15.5
1225,AZ,Prescott Valley town,18.2
1226,AZ,Quartzsite town,10.1
1227,AZ,Queen Creek town,8.6
1228,AZ,Queen Valley CDP,2.0
1229,AZ,Rainbow City CDP,28.3
1230,AZ,Rancho Mesa Verde CDP,31.8
1231,AZ,Red Mesa CDP,17.6
1232,AZ,Red Rock CDP (Apache County),46.2
1233,AZ,Red Rock CDP (Pinal County),11.0
1234,AZ,Rillito CDP,88.4
1235,AZ,Rincon Valley CDP,4.8
1236,AZ,Rio Rico CDP,15.6
1237,AZ,Rio Verde CDP,7.1
1238,AZ,Rock House CDP,0.0
1239,AZ,Rock Point CDP,52.3
1240,AZ,Roosevelt CDP,11.5
1241,AZ,Rough Rock CDP,15.9
1242,AZ,Round Rock CDP,45.0
1243,AZ,Round Valley CDP,1.5
1244,AZ,Rye CDP,20.5
1245,AZ,Sacate Village CDP,79.3
1246,AZ,Sacaton CDP,37.9
1247,AZ,Sacaton Flats Village CDP,51.7
1248,AZ,Saddlebrooke CDP,3.6
1249,AZ,Safford city,16.9
1250,AZ,Sahuarita town,6.2
1251,AZ,St. David CDP,6.3
1252,AZ,St. Johns city,18.3
1253,AZ,St. Johns CDP,46.4
1254,AZ,St. Michaels CDP,24.7
1255,AZ,Salome CDP,27.4
1256,AZ,San Carlos CDP,55.7
1257,AZ,Sanders CDP,46.7
1258,AZ,San Jose CDP,15.8
1259,AZ,San Luis city,30.2
1260,AZ,San Manuel CDP,17.1
1261,AZ,San Miguel CDP,26.5
1262,AZ,San Simon CDP,14.5
1263,AZ,Santa Cruz CDP,
1264,AZ,San Tan Valley CDP,15.3
1265,AZ,Santa Rosa CDP,51.2
1266,AZ,Sawmill CDP,51.0
1267,AZ,Scenic CDP,16.2
1268,AZ,Scottsdale city,9.5
1269,AZ,Seba Dalkai CDP,33.9
1270,AZ,Second Mesa CDP,28.4
1271,AZ,Sedona city,8.1
1272,AZ,Sehili CDP,58.8
1273,AZ,Seligman CDP,26.1
1274,AZ,Sells CDP,48.5
1275,AZ,Seven Mile CDP,54.1
1276,AZ,Shongopovi CDP,46.4
1277,AZ,Shonto CDP,29.7
1278,AZ,Show Low city,18.4
1279,AZ,Sierra Vista city,12.7
1280,AZ,Sierra Vista Southeast CDP,15.3
1281,AZ,Six Shooter Canyon CDP,28.9
1282,AZ,Snowflake town,9.9
1283,AZ,So-Hi CDP,18.8
1284,AZ,Solomon CDP,21.2
1285,AZ,Somerton city,31.5
1286,AZ,Sonoita CDP,9.2
1287,AZ,South Komelik CDP,78.1
1288,AZ,South Tucson city,48.7
1289,AZ,Springerville town,36.3
1290,AZ,Spring Valley CDP,29.7
1291,AZ,Stanfield CDP,68.5
1292,AZ,Star Valley town,18.0
1293,AZ,Steamboat CDP,57.8
1294,AZ,Stotonic Village CDP,60.7
1295,AZ,Strawberry CDP,6.0
1296,AZ,Summerhaven CDP,0.0
1297,AZ,Summit CDP,43.4
1298,AZ,Sun City CDP,8.4
1299,AZ,Sun City West CDP,5.4
1300,AZ,Sunizona CDP,39.0
1301,AZ,Sun Lakes CDP,6.2
1302,AZ,Sun Valley CDP,72.5
1303,AZ,Sunwest CDP,0.0
1304,AZ,Supai CDP,0.0
1305,AZ,Superior town,18.2
1306,AZ,Surprise city,9.8
1307,AZ,Sweet Water Village CDP,9.9
1308,AZ,Swift Trail Junction CDP,27.0
1309,AZ,Tacna CDP,20.0
1310,AZ,Tanque Verde CDP,6.0
1311,AZ,Tat Momoli CDP,100.0
1312,AZ,Taylor town,18.7
1313,AZ,Teec Nos Pos CDP,41.7
1314,AZ,Tees Toh CDP,46.3
1315,AZ,Tempe city,21.6
1316,AZ,Thatcher town,17.1
1317,AZ,Theba CDP,6.9
1318,AZ,Three Points CDP,29.6
1319,AZ,Tolani Lake CDP,45.1
1320,AZ,Tolleson city,29.3
1321,AZ,Tombstone city,21.9
1322,AZ,Tonalea CDP,18.7
1323,AZ,Tonopah CDP,0.0
1324,AZ,Tonto Basin CDP,25.0
1325,AZ,Tonto Village CDP,0.0
1326,AZ,Topawa CDP,65.3
1327,AZ,Topock CDP,100.0
1328,AZ,Top-of-the-World CDP,9.2
1329,AZ,Toyei CDP,
1330,AZ,Truxton CDP,16.6
1331,AZ,Tsaile CDP,46.9
1332,AZ,Tubac CDP,7.8
1333,AZ,Tuba City CDP,32.4
1334,AZ,Tucson city,25.3
1335,AZ,Tucson Estates CDP,16.0
1336,AZ,Tumacacori-Carmen CDP,6.0
1337,AZ,Turkey Creek CDP,16.0
1338,AZ,Tusayan town,21.7
1339,AZ,Upper Santan Village CDP,53.0
1340,AZ,Utting CDP,15.8
1341,AZ,Vail CDP,8.3
1342,AZ,Vaiva Vo CDP,100.0
1343,AZ,Valencia West CDP,13.4
1344,AZ,Valentine CDP,48.5
1345,AZ,Valle CDP,80.6
1346,AZ,Valle Vista CDP,14.6
1347,AZ,Ventana CDP,100.0
1348,AZ,Verde Village CDP,19.0
1349,AZ,Vernon CDP,0.0
1350,AZ,Vicksburg CDP,9.4
1351,AZ,Village of Oak Creek (Big Park) CDP,7.6
1352,AZ,Wagon Wheel CDP,24.8
1353,AZ,Wahak Hotrontk CDP,23.0
1354,AZ,Wall Lane CDP,34.1
1355,AZ,Walnut Creek CDP,32.5
1356,AZ,Washington Park CDP,0.0
1357,AZ,Wellton town,12.7
1358,AZ,Wellton Hills CDP,7.9
1359,AZ,Wenden CDP,30.9
1360,AZ,Wet Camp Village CDP,30.4
1361,AZ,Wheatfields CDP,22.0
1362,AZ,Whetstone CDP,9.5
1363,AZ,Whispering Pines CDP,79.3
1364,AZ,Whitecone CDP,63.2
1365,AZ,White Hills CDP,18.5
1366,AZ,White Mountain Lake CDP,42.3
1367,AZ,Whiteriver CDP,50.4
1368,AZ,Why CDP,13.6
1369,AZ,Wickenburg town,16.9
1370,AZ,Wide Ruins CDP,100.0
1371,AZ,Wikieup CDP,16.7
1372,AZ,Wilhoit CDP,24.0
1373,AZ,Willcox city,18.0
1374,AZ,Williams city,28.1
1375,AZ,Williamson CDP,8.2
1376,AZ,Willow Canyon CDP,
1377,AZ,Willow Valley CDP,14.7
1378,AZ,Window Rock CDP,29.2
1379,AZ,Winkelman town,11.6
1380,AZ,Winslow city,30.1
1381,AZ,Winslow West CDP,48.1
1382,AZ,Wintersburg CDP,0.0
1383,AZ,Wittmann CDP,9.9
1384,AZ,Woodruff CDP,0.0
1385,AZ,Yarnell CDP,15.5
1386,AZ,York CDP,40.9
1387,AZ,Young CDP,10.0
1388,AZ,Youngtown town,22.5
1389,AZ,Yucca CDP,36.2
1390,AZ,Yuma city,18.4
1391,AR,Adona city,18.9
1392,AR,Alexander city,26.4
1393,AR,Alicia town,47.9
1394,AR,Allport town,44.4
1395,AR,Alma city,21.0
1396,AR,Almyra town,21.7
1397,AR,Alpena town,31.7
1398,AR,Altheimer city,22.8
1399,AR,Altus city,12.8
1400,AR,Amagon town,21.6
1401,AR,Amity city,41.3
1402,AR,Anthonyville town,16.0
1403,AR,Antoine town,9.8
1404,AR,Arkadelphia city,33.0
1405,AR,Arkansas City city,18.2
1406,AR,Ashdown city,22.8
1407,AR,Ash Flat city,34.1
1408,AR,Atkins city,8.8
1409,AR,Aubrey town,17.1
1410,AR,Augusta city,31.4
1411,AR,Austin city,7.7
1412,AR,Avilla CDP,1.4
1413,AR,Avoca town,8.2
1414,AR,Bald Knob city,23.6
1415,AR,Banks town,41.9
1416,AR,Barling city,18.2
1417,AR,Bassett town,45.1
1418,AR,Batesville city,20.9
1419,AR,Bauxite town,19.8
1420,AR,Bay city,15.2
1421,AR,Bearden city,36.0
1422,AR,Beaver town,1.3
1423,AR,Beebe city,28.8
1424,AR,Beedeville town,43.8
1425,AR,Bella Vista city,4.8
1426,AR,Bellefonte town,15.0
1427,AR,Belleville city,21.2
1428,AR,Ben Lomond town,25.0
1429,AR,Benton city,11.4
1430,AR,Bentonville city,7.7
1431,AR,Bergman town,11.5
1432,AR,Berryville city,26.4
1433,AR,Bethel Heights city,18.5
1434,AR,Bigelow town,21.5
1435,AR,Big Flat town,16.9
1436,AR,Biggers town,15.8
1437,AR,Birdsong town,2.4
1438,AR,Black Oak town,16.1
1439,AR,Black Rock city,28.9
1440,AR,Black Springs town,5.7
1441,AR,Blevins city,22.7
1442,AR,Blue Eye town,74.4
1443,AR,Blue Mountain town,25.5
1444,AR,Bluff City town,11.9
1445,AR,Blytheville city,27.0
1446,AR,Bodcaw town,3.5
1447,AR,Bonanza city,9.7
1448,AR,Bono city,16.8
1449,AR,Booneville city,33.1
1450,AR,Bradford city,29.9
1451,AR,Bradley city,41.7
1452,AR,Branch city,22.3
1453,AR,Briarcliff city,27.5
1454,AR,Brinkley city,36.3
1455,AR,Brookland city,17.2
1456,AR,Bryant city,4.1
1457,AR,Buckner city,18.9
1458,AR,Bull Shoals city,13.9
1459,AR,Burdette town,5.6
1460,AR,Cabot city,11.4
1461,AR,Caddo Valley town,17.0
1462,AR,Caldwell town,27.6
1463,AR,Cale town,21.2
1464,AR,Calico Rock city,30.4
1465,AR,Calion city,7.8
1466,AR,Camden city,31.4
1467,AR,Cammack Village city,5.7
1468,AR,Campbell Station city,13.3
1469,AR,Caraway city,22.3
1470,AR,Carlisle city,5.9
1471,AR,Carthage city,19.0
1472,AR,Casa town,11.1
1473,AR,Cash town,28.9
1474,AR,Caulksville town,10.8
1475,AR,Cave City city,32.1
1476,AR,Cave Springs city,2.9
1477,AR,Cedarville city,14.3
1478,AR,Center Ridge CDP,41.3
1479,AR,Centerton city,6.2
1480,AR,Central City town,13.5
1481,AR,Charleston city,11.9
1482,AR,Cherokee City CDP,57.8
1483,AR,Cherokee Village city,20.3
1484,AR,Cherry Valley city,22.2
1485,AR,Chester town,30.3
1486,AR,Chidester city,24.4
1487,AR,Clarendon city,46.5
1488,AR,Clarkedale city,0.0
1489,AR,Clarksville city,24.9
1490,AR,Clinton city,23.3
1491,AR,Coal Hill city,28.3
1492,AR,College City city,24.6
1493,AR,College Station CDP,0.0
1494,AR,Colt city,29.6
1495,AR,Concord town,12.0
1496,AR,Conway city,18.4
1497,AR,Corinth town,0.0
1498,AR,Corning city,22.8
1499,AR,Cotter city,25.8
1500,AR,Cotton Plant city,27.9
1501,AR,Cove town,22.9
1502,AR,Coy town,11.0
1503,AR,Crawfordsville town,25.0
1504,AR,Crossett city,23.2
1505,AR,Cushman city,26.0
1506,AR,Daisy town,15.0
1507,AR,Damascus town,13.5
1508,AR,Danville city,27.7
1509,AR,Dardanelle city,31.8
1510,AR,Datto town,27.8
1511,AR,Decatur city,32.3
1512,AR,Delaplaine town,0.0
1513,AR,Delight city,23.7
1514,AR,Dell town,6.4
1515,AR,Dennard CDP,32.6
1516,AR,Denning town,10.6
1517,AR,De Queen city,29.8
1518,AR,Dermott city,37.1
1519,AR,Des Arc city,20.4
1520,AR,De Valls Bluff city,36.5
1521,AR,DeWitt city,22.2
1522,AR,Diamond City city,26.0
1523,AR,Diaz city,36.1
1524,AR,Dierks city,24.2
1525,AR,Donaldson town,21.1
1526,AR,Dover city,23.6
1527,AR,Dumas city,41.3
1528,AR,Dyer city,14.7
1529,AR,Dyess town,26.4
1530,AR,Earle city,42.8
1531,AR,East Camden town,24.0
1532,AR,East End CDP,6.7
1533,AR,Edmondson town,37.4
1534,AR,Egypt town,0.0
1535,AR,Elaine city,42.0
1536,AR,El Dorado city,27.4
1537,AR,Elkins city,13.8
1538,AR,Elm Springs city,8.1
1539,AR,Emerson town,21.9
1540,AR,Emmet city,38.4
1541,AR,England city,29.9
1542,AR,Enola town,18.4
1543,AR,Etowah town,22.1
1544,AR,Eudora city,45.4
1545,AR,Eureka Springs city,19.1
1546,AR,Evening Shade city,20.0
1547,AR,Everton town,28.0
1548,AR,Fairfield Bay city,9.8
1549,AR,Fargo town,29.2
1550,AR,Farmington city,11.4
1551,AR,Fayetteville city,24.0
1552,AR,Felsenthal town,17.4
1553,AR,Fifty-Six city,5.9
1554,AR,Fisher city,8.2
1555,AR,Flippin city,32.0
1556,AR,Fordyce city,14.7
1557,AR,Foreman city,23.2
1558,AR,Forrest City city,27.7
1559,AR,Fort Smith city,26.9
1560,AR,Fouke city,24.8
1561,AR,Fountain Hill town,29.0
1562,AR,Fountain Lake town,10.0
1563,AR,Fourche town,11.4
1564,AR,Franklin town,14.7
1565,AR,Fredonia (Biscoe) town,34.0
1566,AR,Friendship town,2.7
1567,AR,Fulton town,19.9
1568,AR,Garfield town,10.6
1569,AR,Garland town,60.4
1570,AR,Garner town,9.5
1571,AR,Gassville city,21.9
1572,AR,Gateway town,16.4
1573,AR,Gentry city,22.7
1574,AR,Georgetown town,13.3
1575,AR,Gibson CDP,9.1
1576,AR,Gilbert town,0.0
1577,AR,Gillett city,16.1
1578,AR,Gillham town,40.0
1579,AR,Gilmore city,21.0
1580,AR,Glenwood city,27.6
1581,AR,Goshen town,1.8
1582,AR,Gosnell city,22.4
1583,AR,Gould city,40.6
1584,AR,Grady city,40.6
1585,AR,Grannis city,26.5
1586,AR,Gravette city,17.9
1587,AR,Greenbrier city,14.8
