,Geographic Area,City,Median Income,poverty_rate,share_white,share_black,share_native_american,share_asian,share_hispanic,percent_completed_hs
10459,LA,Iota town,36500.0,12.5,91.5,6.4,0.4,0.0,0.8,78.9
10460,LA,Iowa town,39245.0,25.4,69.6,25.9,0.5,0.4,2.9,84.5
10461,LA,Jackson town,38250.0,30.1,43.8,53.8,0.2,0.3,1.8,61.8
10462,LA,Jamestown village,31250.0,36.2,95.0,0.7,0.7,0.0,1.4,79.3
10463,LA,Jeanerette city,33238.0,28.1,31.2,66.7,0.2,0.4,2.3,78.7
10464,LA,Jean Lafitte town,47986.0,13.2,91.3,1.4,3.1,1.2,4.0,73.9
10465,LA,Jefferson CDP,40468.0,17.7,67.8,25.4,0.4,1.4,9.6,83.5
10466,LA,Jena town,28651.0,20.6,84.1,11.3,0.8,0.4,6.7,79.5
10467,LA,Jennings city,28872.0,24.2,68.4,28.4,0.3,0.2,1.9,74.5
10468,LA,Jonesboro town,20156.0,50.4,42.7,55.5,0.1,0.3,0.8,72.3
10469,LA,Jonesville town,24063.0,37.8,30.9,67.7,0.2,0.0,1.4,75.2
10470,LA,Jordan Hill CDP,78317.0,0.0,100.0,0.0,0.0,0.0,0.0,69.4
10471,LA,Joyce CDP,39943.0,6.6,96.1,3.1,0.0,0.5,0.3,51.1
10472,LA,Junction City village,20682.0,35.9,49.0,48.5,1.0,0.0,1.5,82.8
10473,LA,Kaplan city,25862.0,27.6,82.5,13.9,0.3,0.9,1.9,64.4
10474,LA,Keachi town,47500.0,30.0,79.3,17.3,0.0,1.4,6.4,80.2
10475,LA,Kenner city,47527.0,15.5,61.6,24.0,0.4,3.7,22.4,84.7
10476,LA,Kentwood town,16361.0,47.9,27.0,72.1,0.1,0.3,0.9,74.9
10477,LA,Kilbourne village,26750.0,25.6,93.0,2.6,1.7,0.2,1.4,73.7
10478,LA,Killian town,51000.0,11.2,88.5,10.4,0.2,0.2,2.1,88.4
10479,LA,Killona CDP,41635.90570175439,62.4,1.4,97.9,0.0,0.0,0.3,68.0
10480,LA,Kinder town,34223.0,18.4,70.6,23.1,1.8,1.3,1.9,83.1
10481,LA,Kraemer CDP,49167.0,20.4,97.8,0.6,0.6,0.0,1.8,62.4
10482,LA,Krotz Springs town,20847.0,26.8,98.7,0.2,0.3,0.4,1.5,63.1
10483,LA,Labadieville CDP,54659.0,14.3,78.9,18.5,0.7,0.1,2.3,85.3
10484,LA,Lacassine CDP,53500.0,0.0,90.8,5.4,0.4,0.0,4.4,84.2
10485,LA,Lacombe CDP,43248.0,19.3,69.1,23.9,0.9,0.6,4.2,80.1
10486,LA,Lafayette city,46517.0,19.1,63.8,31.1,0.3,1.8,3.8,86.0
10487,LA,Lafitte CDP,43789.0,27.0,93.5,1.2,2.3,0.9,2.4,68.1
10488,LA,Lafourche Crossing CDP,74226.0,5.8,84.7,11.8,0.7,0.6,1.8,82.6
10489,LA,Lake Arthur town,35121.0,30.1,85.6,11.9,0.2,0.2,1.8,69.3
10490,LA,Lake Charles city,36751.0,24.1,47.0,47.7,0.4,1.7,2.9,84.7
10491,LA,Lake Providence town,19857.0,53.4,16.8,80.9,0.2,1.0,1.3,73.6
10492,LA,Lakeshore CDP,43875.0,19.9,71.6,25.6,0.2,0.8,1.6,92.7
10493,LA,Lakeview CDP,36563.0,9.6,70.1,26.4,1.9,0.1,4.0,89.4
10494,LA,Laplace CDP,55286.0,15.0,47.0,47.9,0.4,1.0,6.1,81.8
10495,LA,Larose CDP,46555.0,16.0,82.8,5.0,3.8,2.1,7.7,71.3
10496,LA,Lawtell CDP,47500.0,13.2,46.4,49.6,0.2,0.2,2.4,75.2
10497,LA,Lecompte town,28295.0,13.7,30.5,66.6,0.8,0.4,0.9,84.2
10498,LA,Leesville city,37900.0,22.6,54.1,35.2,1.0,2.5,7.2,82.5
10499,LA,Lemannville CDP,26597.0,3.7,29.4,70.2,0.0,0.0,1.0,67.2
10500,LA,Leonville town,31053.0,17.3,58.9,40.8,0.1,0.0,0.6,77.6
10501,LA,Lillie village,40000.0,5.5,57.6,40.7,0.0,0.0,0.8,74.2
10502,LA,Lisbon village,41635.90570175439,24.2,65.4,34.6,0.0,0.0,0.5,77.2
10503,LA,Livingston town,56625.0,9.0,94.1,4.2,0.5,0.1,2.0,81.2
10504,LA,Livonia town,67692.0,17.8,90.2,7.3,0.3,0.1,1.7,84.4
10505,LA,Lockport town,50560.0,15.8,92.0,2.4,2.2,0.1,3.0,76.2
10506,LA,Lockport Heights CDP,56688.0,16.7,94.6,1.4,2.7,0.2,1.2,75.0
10507,LA,Logansport town,27072.0,30.8,53.7,42.3,0.5,0.1,3.3,81.9
10508,LA,Longstreet village,41250.0,9.1,76.4,21.7,1.3,0.0,0.0,89.3
10509,LA,Longville CDP,41635.90570175439,5.1,92.9,3.3,0.2,0.3,3.5,84.0
10510,LA,Loreauville village,43068.0,18.6,76.9,21.9,0.3,0.2,1.1,79.4
10511,LA,Lucky village,25625.0,24.6,32.7,66.5,0.0,0.4,0.0,80.2
10512,LA,Luling CDP,65400.0,10.5,79.5,16.2,0.3,0.9,4.4,89.5
10513,LA,Lutcher town,42368.0,15.8,46.2,52.3,0.1,0.2,0.4,82.4
10514,LA,Lydia CDP,41222.0,9.4,85.2,10.7,0.6,2.4,0.7,78.4
10515,LA,McNary village,42083.0,22.1,77.7,10.4,1.9,0.9,6.2,81.9
10516,LA,Madisonville town,82500.0,9.4,86.9,4.5,0.4,1.3,2.7,96.5
10517,LA,Mamou town,19297.0,41.1,54.7,43.0,0.2,0.2,1.4,60.6
10518,LA,Mandeville city,71689.0,6.0,90.6,4.4,0.3,1.9,5.3,92.0
10519,LA,Mangham town,29000.0,32.2,57.4,41.7,0.1,0.0,1.6,76.3
10520,LA,Mansfield city,23788.0,41.3,21.7,76.5,0.4,0.4,2.2,72.2
10521,LA,Mansura town,23322.0,33.6,37.6,56.7,1.7,0.1,1.3,70.5
10522,LA,Many town,25572.0,34.7,46.6,48.1,1.5,0.7,2.8,81.5
10523,LA,Maringouin town,25179.0,32.1,13.7,85.9,0.0,0.1,0.2,78.6
10524,LA,Marion town,29205.0,33.9,37.8,60.3,0.0,0.0,2.0,80.8
10525,LA,Marksville city,25850.0,29.8,50.5,42.9,1.9,0.8,1.9,64.7
10526,LA,Marrero CDP,34419.0,24.7,42.1,49.2,0.7,4.7,5.4,77.1
10527,LA,Martin village,62222.0,11.9,96.0,1.9,0.7,0.0,1.0,82.1
10528,LA,Mathews CDP,66417.0,3.1,96.3,1.5,0.8,0.3,1.8,82.5
10529,LA,Maurice village,63295.0,14.6,79.9,13.4,0.6,3.2,3.7,78.3
10530,LA,Melville town,17670.0,44.8,45.9,52.5,0.2,0.2,1.8,65.6
10531,LA,Meraux CDP,66087.0,7.9,82.0,10.6,0.8,1.7,7.9,82.8
10532,LA,Mermentau village,36184.0,20.7,87.9,9.1,0.5,0.2,0.9,68.8
10533,LA,Mer Rouge village,30313.0,19.3,64.8,34.7,0.2,0.0,0.0,84.7
10534,LA,Merrydale CDP,44673.0,20.0,4.6,93.8,0.2,0.1,1.5,87.6
10535,LA,Merryville town,24342.0,27.2,81.1,14.6,1.5,0.5,1.8,73.4
10536,LA,Metairie CDP,52421.0,13.8,80.0,10.4,0.3,3.3,12.6,89.0
10537,LA,Midway CDP,22188.0,41.8,46.5,52.0,0.7,0.1,0.7,76.7
10538,LA,Milton CDP,85078.0,3.7,94.5,2.6,0.1,0.4,2.9,92.5
10539,LA,Minden city,29651.0,24.0,46.2,51.7,0.2,0.3,1.4,82.2
10540,LA,Minorca CDP,35162.0,32.6,72.9,25.1,0.3,0.3,1.5,72.0
10541,LA,Monroe city,28268.0,35.4,33.4,63.9,0.2,1.1,1.1,82.0
10542,LA,Montegut CDP,37348.0,32.1,86.6,1.0,9.1,0.4,0.9,66.2
10543,LA,Monterey CDP,41635.90570175439,27.7,99.1,0.2,0.0,0.0,0.5,92.8
10544,LA,Montgomery town,37750.0,20.1,78.9,18.2,0.4,0.0,1.1,81.6
10545,LA,Monticello CDP,65046.0,12.4,14.2,83.2,0.2,1.0,1.6,93.7
10546,LA,Montpelier village,31786.0,28.1,45.1,53.0,0.0,0.4,1.1,83.5
10547,LA,Montz CDP,72271.0,8.4,81.6,16.3,0.1,0.6,3.9,88.7
10548,LA,Moonshine CDP,41635.90570175439,70.0,12.4,85.1,0.0,0.0,6.7,70.6
10549,LA,Mooringsport town,28869.0,25.9,83.7,12.6,0.5,0.0,0.9,77.8
10550,LA,Moreauville village,28500.0,16.0,57.8,36.2,2.4,0.1,1.0,77.1
10551,LA,Morgan City city,43354.0,22.1,67.3,23.6,1.2,1.8,7.8,80.1
10552,LA,Morganza village,40066.0,24.1,71.6,27.9,0.0,0.0,0.8,81.1
10553,LA,Morse village,46607.0,16.8,99.5,0.5,0.0,0.0,0.4,77.2
10554,LA,Moss Bluff CDP,61478.0,5.1,90.0,6.0,0.5,1.0,2.9,91.2
10555,LA,Mound village,80625.0,7.1,78.9,21.1,0.0,0.0,0.0,87.5
10556,LA,Mount Lebanon town,41635.90570175439,17.8,83.1,13.3,0.0,0.0,0.0,94.9
10557,LA,Napoleonville village,22500.0,41.0,18.0,80.9,0.0,0.0,0.2,62.3
10558,LA,Natalbany CDP,34375.0,26.4,60.3,35.6,0.7,0.3,11.3,70.9
10559,LA,Natchez village,25250.0,43.6,8.7,88.8,0.5,0.0,1.8,77.1
10560,LA,Natchitoches city,22216.0,38.6,37.2,59.2,0.5,0.6,1.7,81.4
10561,LA,Newellton town,20978.0,41.3,28.5,71.0,0.0,0.0,0.9,81.4
10562,LA,New Iberia city,39061.0,23.3,52.5,41.5,0.2,2.7,3.1,76.0
