,Geographic Area,City,Median Income,poverty_rate,share_white,share_black,share_native_american,share_asian,share_hispanic,percent_completed_hs
8603,IA,Macksburg city,42188.0,21.0,96.5,0.0,1.8,0.0,0.0,86.7
8604,IA,Madrid city,54444.0,9.7,98.6,0.2,0.1,0.1,0.8,91.0
8605,IA,Magnolia city,49375.0,8.3,100.0,0.0,0.0,0.0,0.0,87.3
8606,IA,Maharishi Vedic City city,55313.0,17.3,95.0,2.3,0.0,1.5,1.9,98.4
8607,IA,Malcom city,39712.0,13.5,98.6,0.3,0.3,0.0,1.0,88.8
8608,IA,Mallard city,35972.0,14.3,96.4,0.0,0.4,0.0,4.4,91.4
8609,IA,Maloy city,61250.0,0.0,100.0,0.0,0.0,0.0,0.0,100.0
8610,IA,Malvern city,61842.0,11.0,97.7,0.3,0.4,0.2,0.8,90.4
8611,IA,Manchester city,45616.0,16.8,97.7,0.6,0.3,0.4,0.9,89.6
8612,IA,Manilla city,35536.0,15.0,97.9,0.0,0.0,0.1,2.6,86.3
8613,IA,Manly city,42434.0,16.0,97.7,0.5,0.2,0.3,2.5,92.2
8614,IA,Manning city,42548.0,15.9,98.1,0.7,0.4,0.3,1.1,92.9
8615,IA,Manson city,37434.0,12.5,99.2,0.0,0.2,0.0,0.8,94.3
8616,IA,Mapleton city,40294.0,13.6,95.8,0.9,1.0,0.2,1.6,89.1
8617,IA,Maquoketa city,39269.0,19.9,95.0,0.7,0.4,0.3,1.8,91.4
8618,IA,Marathon city,37250.0,37.3,98.7,0.0,0.0,0.0,2.5,79.3
8619,IA,Marble Rock city,38438.0,4.9,99.0,0.0,0.0,0.3,0.0,83.0
8620,IA,Marcus city,52143.0,7.7,98.0,0.0,1.3,0.1,0.7,91.2
8621,IA,Marengo city,44045.0,14.8,97.3,0.6,0.6,0.4,2.8,88.9
8622,IA,Marion city,64527.0,6.6,93.7,2.0,0.3,1.6,2.0,96.4
8623,IA,Marne city,43750.0,5.4,99.2,0.0,0.0,0.0,0.0,94.0
8624,IA,Marquette city,34808.0,17.0,98.7,0.0,0.8,0.3,0.5,88.0
8625,IA,Marshalltown city,50396.0,13.6,84.8,2.2,0.6,1.7,24.1,78.1
8626,IA,Martelle city,46667.0,6.3,97.6,0.0,0.0,1.6,0.8,93.2
8627,IA,Martensdale city,51964.0,12.5,98.5,0.0,0.0,0.0,1.9,93.3
8628,IA,Martinsburg city,56458.0,6.1,99.1,0.9,0.0,0.0,0.0,89.2
8629,IA,Marysville city,40250.0,8.3,93.9,0.0,0.0,0.0,0.0,85.3
8630,IA,Mason City city,43525.0,14.7,93.8,1.8,0.3,0.9,5.1,92.8
8631,IA,Masonville city,28438.0,12.1,96.9,0.0,0.0,0.0,0.8,87.0
8632,IA,Massena city,36250.0,14.4,99.4,0.3,0.0,0.0,2.8,91.7
8633,IA,Matlock city,71875.0,0.0,100.0,0.0,0.0,0.0,0.0,93.3
8634,IA,Maurice city,56406.0,0.7,95.6,0.4,0.0,0.0,5.8,90.7
8635,IA,Maxwell city,65625.0,2.5,98.6,0.3,0.2,0.4,0.4,95.9
8636,IA,Maynard city,44000.0,8.6,98.6,0.2,0.0,0.0,2.5,89.5
8637,IA,Maysville city,33214.0,18.0,98.9,0.0,0.0,0.6,0.0,93.2
8638,IA,Mechanicsville city,54250.0,10.8,97.8,0.3,0.2,0.3,1.7,92.1
8639,IA,Mediapolis city,50333.0,8.3,98.5,0.3,0.1,0.0,1.0,92.7
8640,IA,Melbourne city,48194.0,10.0,98.6,0.4,0.0,0.0,1.0,95.1
8641,IA,Melcher-Dallas city,37586.0,20.8,97.7,0.2,0.2,0.0,2.1,87.3
8642,IA,Melrose city,41250.0,17.3,96.4,0.0,0.0,0.9,0.0,82.7
8643,IA,Melvin city,46250.0,4.2,97.7,0.0,0.0,0.0,1.4,89.6
8644,IA,Menlo city,41500.0,8.6,97.2,0.3,0.0,0.6,1.4,87.8
8645,IA,Meriden city,44375.0,4.9,100.0,0.0,0.0,0.0,0.0,94.0
8646,IA,Merrill city,52500.0,9.6,97.9,0.0,0.7,0.5,0.9,93.5
8647,IA,Meservey city,50625.0,21.0,99.2,0.0,0.0,0.0,3.1,96.3
8648,IA,Meyer CDP,48116.04860392968,12.304790419161668,100.0,0.0,0.0,0.0,0.0,90.10239520958083
8649,IA,Middle Amana CDP,69141.0,0.0,98.5,0.5,0.0,0.7,0.7,90.9
8650,IA,Middletown city,49643.0,9.6,95.3,1.6,0.0,1.6,1.3,94.6
8651,IA,Miles city,49000.0,7.1,97.5,0.4,0.4,0.0,1.8,90.7
8652,IA,Milford city,47024.0,12.5,98.0,0.1,0.1,0.6,1.2,93.8
8653,IA,Miller CDP,48116.04860392968,12.304790419161668,100.0,0.0,0.0,0.0,0.0,90.10239520958083
8654,IA,Millersburg city,52857.0,15.2,98.7,0.0,0.0,0.0,1.9,89.8
8655,IA,Millerton city,38750.0,35.7,95.6,2.2,2.2,0.0,0.0,100.0
8656,IA,Milo city,57566.0,6.6,97.5,0.3,0.4,0.1,1.3,96.0
8657,IA,Milton city,38036.0,21.3,98.2,0.2,0.0,0.2,2.9,73.4
8658,IA,Minburn city,44318.0,5.5,98.1,0.3,0.8,0.3,1.1,94.2
8659,IA,Minden city,62917.0,1.4,98.7,0.2,0.2,0.5,0.5,94.7
8660,IA,Mineola CDP,40568.0,0.0,96.4,3.6,0.0,0.0,0.0,100.0
8661,IA,Mingo city,35313.0,7.9,97.7,0.7,0.0,0.0,1.0,96.4
8662,IA,Missouri Valley city,44150.0,11.1,97.6,0.3,0.3,0.1,2.1,90.4
8663,IA,Mitchell city,41250.0,9.4,100.0,0.0,0.0,0.0,0.0,82.5
8664,IA,Mitchellville city,54107.0,10.6,91.7,5.8,0.8,0.5,2.4,90.9
8665,IA,Modale city,51167.0,20.1,98.2,0.0,0.7,0.7,0.4,92.9
8666,IA,Mona CDP,62784.0,0.0,100.0,0.0,0.0,0.0,0.0,100.0
8667,IA,Mondamin city,45682.0,7.2,97.8,0.2,0.0,0.5,1.0,91.3
8668,IA,Monmouth city,40000.0,20.1,98.0,0.7,0.0,0.7,2.0,83.3
8669,IA,Monona city,48209.0,8.7,98.3,0.5,0.1,0.3,1.0,89.5
8670,IA,Monroe city,55714.0,7.5,98.7,0.3,0.1,0.5,0.6,93.4
8671,IA,Montezuma city,50966.0,17.4,98.2,0.4,0.3,0.1,1.4,94.3
8672,IA,Monticello city,47083.0,5.8,98.6,0.3,0.0,0.3,1.3,92.6
8673,IA,Montour city,57321.0,8.8,94.4,0.0,4.4,0.0,3.2,85.6
8674,IA,Montrose city,44444.0,14.1,98.2,0.4,0.0,0.3,0.6,92.7
8675,IA,Moorhead city,32750.0,24.6,98.2,0.4,0.0,0.9,0.9,97.3
8676,IA,Moorland city,38125.0,20.7,99.4,0.0,0.0,0.0,1.8,81.8
8677,IA,Moravia city,41196.0,3.6,98.5,0.0,0.2,0.2,1.2,91.1
8678,IA,Morley city,30313.0,29.0,99.1,0.0,0.0,0.0,0.9,86.8
8679,IA,Morning Sun city,47778.0,10.3,98.3,0.5,0.1,0.0,1.6,84.8
8680,IA,Morrison city,56250.0,2.1,92.6,2.1,0.0,1.1,0.0,95.3
8681,IA,Moulton city,32083.0,35.5,98.3,0.0,0.3,0.0,0.8,86.7
8682,IA,Mount Auburn city,45417.0,6.0,98.0,0.0,1.3,0.0,0.7,91.1
8683,IA,Mount Ayr city,45688.0,10.4,98.1,0.1,0.1,0.7,1.6,87.5
8684,IA,Mount Pleasant city,45539.0,20.2,85.7,4.3,0.4,4.4,6.7,92.1
8685,IA,Mount Union city,41667.0,26.3,100.0,0.0,0.0,0.0,3.7,85.5
8686,IA,Mount Vernon city,68910.0,4.9,95.0,0.9,0.2,1.7,1.9,96.7
8687,IA,Moville city,56250.0,5.6,96.7,0.4,0.6,0.4,1.9,97.0
8688,IA,Murray city,40417.0,16.9,98.1,0.5,0.0,0.0,2.9,90.8
8689,IA,Muscatine city,44601.0,14.7,87.8,2.3,0.5,0.8,16.6,85.4
8690,IA,Mystic city,28906.0,18.2,98.8,0.2,0.0,0.0,1.9,81.4
8691,IA,Nashua city,46121.0,6.6,98.6,0.4,0.0,0.5,0.1,94.0
8692,IA,Nemaha city,40000.0,3.8,88.2,3.5,0.0,1.2,12.9,75.0
8693,IA,Neola city,47969.0,10.9,98.8,0.2,0.1,0.1,2.7,97.0
8694,IA,Nevada city,55657.0,14.9,94.3,1.3,0.3,1.0,3.4,91.1
8695,IA,New Albin city,26912.0,3.4,97.1,0.4,1.5,0.4,0.4,95.1
8696,IA,Newell city,55500.0,14.4,95.5,0.3,0.1,0.3,4.2,90.9
8697,IA,Newhall city,66771.0,1.7,98.3,1.0,0.1,0.3,1.0,97.2
8698,IA,New Hampton city,41455.0,8.1,96.0,0.3,0.1,0.5,3.9,87.8
8699,IA,New Hartford city,47065.0,8.0,98.1,0.0,0.4,0.2,1.6,96.2
8700,IA,New Haven CDP,26310.0,13.7,98.9,0.0,0.0,0.0,3.3,100.0
8701,IA,New Liberty city,56563.0,0.7,92.7,4.4,0.0,0.0,0.0,93.8
8702,IA,New London city,46830.0,13.7,96.5,1.7,0.3,0.4,0.9,93.5
8703,IA,New Market city,42321.0,13.2,98.1,0.0,0.2,0.2,0.2,94.0
8704,IA,New Providence city,49500.0,20.4,96.1,0.9,0.9,0.0,1.8,95.3
8705,IA,New Sharon city,57065.0,9.6,99.1,0.0,0.4,0.0,0.3,93.8
8706,IA,Newton city,46512.0,13.5,96.7,0.7,0.3,0.6,1.7,91.6
8707,IA,New Vienna city,55469.0,8.9,98.8,0.2,0.0,0.7,0.2,89.2
8708,IA,New Virginia city,58438.0,7.2,99.4,0.2,0.2,0.0,0.8,94.3
8709,IA,Nichols city,51250.0,8.1,87.4,1.1,0.0,2.1,16.3,86.8
8710,IA,Nodaway city,35000.0,37.1,98.2,0.0,0.0,0.0,0.0,89.7
8711,IA,Nora Springs city,42500.0,8.1,99.1,0.1,0.0,0.2,1.4,90.4
8712,IA,Northboro city,31250.0,22.5,100.0,0.0,0.0,0.0,3.4,91.7
8713,IA,North Buena Vista city,30250.0,13.7,98.3,0.0,0.0,0.8,0.0,75.0
8714,IA,North English city,46625.0,18.9,99.2,0.3,0.0,0.0,0.7,91.4
8715,IA,North Liberty city,72451.0,8.0,90.2,4.5,0.2,1.8,3.5,97.3
8716,IA,North Washington city,47188.0,6.3,97.4,1.7,0.0,0.0,2.6,97.8
8717,IA,Northwood city,39583.0,18.8,97.3,0.5,0.2,0.1,2.3,89.4
8718,IA,Norwalk city,79252.0,1.5,96.9,0.5,0.2,0.6,2.5,96.9
8719,IA,Norway city,48516.0,14.5,98.0,0.6,0.4,0.2,0.4,94.7
8720,IA,Numa city,37500.0,4.4,100.0,0.0,0.0,0.0,0.0,67.9
8721,IA,Oakland city,67386.0,6.1,96.7,0.5,0.2,0.0,4.3,92.3
8722,IA,Oakland Acres city,82083.0,1.8,98.1,0.6,0.0,1.3,3.2,100.0
8723,IA,Oakville city,27500.0,28.2,97.7,0.0,0.0,0.0,2.9,82.4
8724,IA,Ocheyedan city,42188.0,13.7,95.7,0.2,0.4,0.2,3.7,91.9
8725,IA,Odebolt city,47727.0,4.5,98.5,0.2,0.2,0.1,1.8,91.2
8726,IA,Oelwein city,37875.0,13.5,96.1,0.9,0.1,0.6,2.9,85.7
8727,IA,Ogden city,50313.0,8.3,98.9,0.0,0.3,0.0,1.1,95.1
8728,IA,Okoboji city,56932.0,10.3,98.8,0.1,0.0,0.1,2.6,96.9
8729,IA,Olds city,50313.0,9.2,96.1,0.4,1.7,0.0,1.3,93.2
8730,IA,Olin city,40179.0,22.5,97.3,1.1,0.1,1.0,1.6,90.9
8731,IA,Ollie city,40469.0,5.8,99.1,0.0,0.0,0.5,0.0,78.5
8732,IA,Onawa city,31610.0,23.8,96.4,0.4,1.7,0.3,1.2,92.9
8733,IA,Onslow city,40938.0,20.5,95.9,2.5,0.0,0.5,1.0,92.9
8734,IA,Orange City city,62568.0,8.1,93.2,0.6,0.3,1.4,7.0,95.4
8735,IA,Orchard city,50000.0,14.7,95.8,1.4,2.8,0.0,0.0,93.1
8736,IA,Orient city,44063.0,16.0,98.0,0.0,0.2,0.0,2.2,94.5
8737,IA,Orleans city,67614.0,3.9,99.0,0.2,0.0,0.5,0.3,97.6
8738,IA,Osage city,48059.0,10.4,98.1,0.2,0.1,0.3,1.3,94.3
8739,IA,Osceola city,40204.0,21.8,91.0,0.6,0.4,0.6,17.6,84.5
8740,IA,Oskaloosa city,40016.0,20.1,93.3,2.0,0.3,1.7,2.4,91.1
8741,IA,Ossian city,51583.0,12.8,98.5,0.0,0.0,0.2,3.3,93.3
8742,IA,Osterdock city,68125.0,1.5,94.9,0.0,0.0,0.0,3.4,94.6
8743,IA,Otho city,42232.0,7.7,97.6,0.6,0.4,0.0,2.0,87.4
8744,IA,Oto city,38438.0,30.2,96.3,0.0,0.9,0.9,9.3,81.5
8745,IA,Otranto CDP,48116.04860392968,0.0,92.6,0.0,0.0,0.0,0.0,100.0
8746,IA,Ottosen city,40000.0,39.3,90.9,0.0,0.0,0.0,3.6,85.7
8747,IA,Ottumwa city,38570.0,21.0,90.2,1.9,0.6,0.9,11.3,84.1
8748,IA,Owasa city,26875.0,0.0,90.7,0.0,0.0,0.0,0.0,100.0
8749,IA,Oxford city,60441.0,2.9,92.9,3.3,0.0,1.5,2.4,90.7
8750,IA,Oxford Junction city,35417.0,23.8,99.0,0.0,0.6,0.4,0.0,87.3
8751,IA,Oyens city,62813.0,20.7,100.0,0.0,0.0,0.0,0.0,100.0
8752,IA,Pacific Junction city,39688.0,12.3,96.0,0.0,0.6,0.0,2.1,73.7
8753,IA,Packwood city,58500.0,3.1,96.6,1.0,0.0,0.0,0.5,82.5
8754,IA,Palmer city,43750.0,22.8,95.8,0.6,1.2,0.0,1.2,82.9
8755,IA,Palo city,69444.0,5.6,97.6,0.5,0.1,0.3,1.4,96.8
8756,IA,Panama city,54792.0,7.6,96.4,0.0,0.0,0.0,1.8,90.5
8757,IA,Panora city,46371.0,8.5,98.5,0.2,0.0,0.4,1.4,87.9
8758,IA,Panorama Park city,47500.0,11.1,96.9,0.0,2.3,0.8,0.8,84.3
8759,IA,Parkersburg city,43452.0,8.2,99.0,0.2,0.0,0.2,1.0,93.1
8760,IA,Park View CDP,75551.0,2.5,94.2,2.3,0.0,0.8,3.7,96.1
8761,IA,Parnell city,57750.0,8.0,97.4,0.0,2.1,0.0,0.5,96.3
8762,IA,Paton city,54375.0,13.6,96.2,1.7,2.1,0.0,3.0,96.4
8763,IA,Patterson city,50000.0,8.7,99.2,0.0,0.0,0.0,0.0,89.3
8764,IA,Paullina city,54375.0,10.1,98.7,0.8,0.0,0.0,1.2,92.0
8765,IA,Pella city,55551.0,9.8,95.0,0.7,0.2,2.3,1.7,90.7
8766,IA,Peosta city,81397.0,13.1,96.9,2.0,0.1,0.1,0.9,96.0
8767,IA,Percival CDP,48116.04860392968,0.0,90.8,1.1,0.0,0.0,9.2,100.0
8768,IA,Perry city,42225.0,13.8,79.1,1.8,0.5,0.8,35.0,77.7
8769,IA,Persia city,55714.0,11.7,97.8,0.3,1.9,0.0,0.3,91.3
8770,IA,Peterson city,38750.0,10.0,99.4,0.0,0.0,0.0,2.1,88.9
8771,IA,Pierson city,36250.0,10.9,94.5,0.8,1.9,0.5,1.1,92.0
8772,IA,Pilot Mound city,32188.0,22.4,96.0,2.3,0.6,0.0,0.0,84.8
8773,IA,Pioneer city,48116.04860392968,100.0,95.7,4.3,0.0,0.0,0.0,100.0
8774,IA,Pisgah city,36875.0,17.5,97.6,0.0,0.8,0.0,3.2,88.3
8775,IA,Plainfield city,52917.0,4.2,97.9,0.5,0.0,0.0,0.5,93.8
8776,IA,Plano city,43750.0,5.0,90.0,8.6,0.0,0.0,8.6,90.9
8777,IA,Pleasant Hill city,72431.0,6.6,91.0,2.7,0.3,2.5,4.5,92.0
8778,IA,Pleasanton city,37083.0,16.7,100.0,0.0,0.0,0.0,0.0,86.7
8779,IA,Pleasant Plain city,36875.0,4.3,100.0,0.0,0.0,0.0,1.1,84.2
8780,IA,Pleasantville city,48100.0,11.8,97.8,0.3,0.1,0.7,1.7,93.8
8781,IA,Plover city,36250.0,0.0,98.7,0.0,0.0,0.0,0.0,93.8
8782,IA,Plymouth city,48438.0,5.4,97.4,0.5,0.3,0.3,2.4,88.5
8783,IA,Pocahontas city,41447.0,14.5,98.3,0.3,0.1,0.1,1.3,93.0
8784,IA,Polk City city,78903.0,2.5,97.2,0.8,0.2,0.4,0.9,97.5
8785,IA,Pomeroy city,37986.0,25.7,96.8,0.5,1.1,0.3,3.2,91.3
8786,IA,Popejoy city,48116.04860392968,48.2,98.7,0.0,0.0,0.0,0.0,100.0
8787,IA,Portland CDP,48116.04860392968,0.0,100.0,0.0,0.0,0.0,0.0,100.0
8788,IA,Portsmouth city,46250.0,9.7,98.5,0.5,0.0,0.0,0.0,90.6
8789,IA,Postville city,33944.0,24.4,77.0,4.4,0.6,1.0,32.0,72.2
8790,IA,Prairieburg city,44063.0,5.1,100.0,0.0,0.0,0.0,1.7,81.9
8791,IA,Prairie City city,58173.0,8.3,96.4,0.5,0.2,1.0,1.5,93.5
8792,IA,Prescott city,52500.0,6.2,98.8,0.0,0.8,0.4,0.0,94.5
8793,IA,Preston city,46635.0,10.4,98.6,0.5,0.0,0.0,0.6,85.5
8794,IA,Primghar city,51042.0,10.2,96.5,0.3,0.3,0.4,2.2,89.7
8795,IA,Princeton city,62500.0,5.9,97.1,0.3,0.2,0.0,3.7,93.8
8796,IA,Promise City city,53750.0,5.4,97.3,0.0,0.0,1.8,0.9,95.0
8797,IA,Protivin city,40000.0,5.4,99.3,0.0,0.0,0.4,0.7,90.8
8798,IA,Pulaski city,51250.0,5.8,100.0,0.0,0.0,0.0,0.8,93.8
8799,IA,Quasqueton city,42697.0,9.1,97.1,0.9,0.0,0.2,0.7,93.4
8800,IA,Quimby city,40625.0,22.1,99.4,0.0,0.0,0.6,1.3,76.5
8801,IA,Radcliffe city,53333.0,7.0,96.1,0.0,0.2,0.0,5.7,86.5
8802,IA,Rake city,27750.0,33.1,91.1,0.0,0.4,0.0,19.6,84.1
8803,IA,Ralston city,38750.0,3.7,100.0,0.0,0.0,0.0,0.0,89.1
8804,IA,Randalia city,40625.0,21.3,94.1,0.0,0.0,0.0,0.0,91.7
8805,IA,Randall city,43750.0,23.8,99.4,0.0,0.0,0.6,0.0,90.8
8806,IA,Randolph city,47969.0,16.5,98.2,0.6,0.0,0.0,0.6,90.2
8807,IA,Rathbun city,36250.0,2.3,98.9,0.0,0.0,0.0,1.1,98.4
8808,IA,Raymond city,66250.0,3.8,97.1,0.9,0.0,0.5,1.0,95.5
8809,IA,Readlyn city,59750.0,4.5,98.0,0.5,0.1,0.5,1.2,92.0
8810,IA,Reasnor city,38750.0,13.0,99.3,0.0,0.0,0.0,0.7,89.1
8811,IA,Redding city,36250.0,9.8,100.0,0.0,0.0,0.0,0.0,82.6
8812,IA,Redfield city,47171.0,12.3,95.9,0.4,0.1,0.0,4.0,91.0
8813,IA,Red Oak city,31943.0,23.7,96.3,0.3,0.4,0.2,4.2,84.8
8814,IA,Reinbeck city,50563.0,7.8,98.7,0.2,0.1,0.1,1.1,95.5
8815,IA,Rembrandt city,38125.0,8.9,97.0,0.5,0.0,0.0,3.9,81.4
8816,IA,Remsen city,51339.0,5.6,98.2,0.1,0.5,0.2,1.9,91.7
8817,IA,Renwick city,41250.0,8.2,97.9,0.4,0.0,0.4,1.2,89.3
8818,IA,Rhodes city,45000.0,15.3,96.7,0.0,0.3,0.3,2.3,90.9
8819,IA,Riceville city,39896.0,8.3,97.7,0.0,0.1,0.0,2.2,90.1
8820,IA,Richland city,51875.0,8.7,98.5,0.3,0.7,0.0,0.3,90.6
8821,IA,Rickardsville city,72778.0,7.8,98.4,1.1,0.0,0.0,0.0,93.3
8822,IA,Ricketts city,47375.0,26.4,93.8,0.0,0.0,0.0,10.3,93.2
8823,IA,Ridgeway city,47708.0,5.3,99.7,0.0,0.0,0.0,0.0,89.3
8824,IA,Rinard city,48125.0,7.7,100.0,0.0,0.0,0.0,0.0,91.1
8825,IA,Ringsted city,36563.0,16.0,97.6,0.0,0.7,0.0,1.4,93.4
8826,IA,Rippey city,46607.0,13.3,97.9,0.0,0.0,0.0,5.8,88.0
8827,IA,Riverdale city,68750.0,7.8,98.5,0.2,0.5,0.0,1.5,95.4
8828,IA,Riverside city,51250.0,13.6,97.8,0.8,0.3,0.0,1.2,93.1
8829,IA,River Sioux CDP,18487.0,86.6,98.3,0.0,1.7,0.0,0.0,75.0
8830,IA,Riverton city,52583.0,13.9,95.7,0.7,0.0,0.7,3.6,89.6
8831,IA,Robins city,110188.0,0.7,95.6,0.7,0.1,2.1,1.3,97.4
8832,IA,Rochester CDP,48116.04860392968,0.0,99.2,0.0,0.0,0.0,0.8,100.0
8833,IA,Rock Falls city,44107.0,8.9,98.7,0.0,0.0,0.6,0.0,95.0
8834,IA,Rockford city,42917.0,14.6,99.1,0.2,0.1,0.1,0.1,93.1
8835,IA,Rock Rapids city,54583.0,8.4,98.2,0.2,0.1,0.1,1.8,88.0
8836,IA,Rock Valley city,61360.0,12.7,92.2,0.3,0.0,0.4,12.2,87.6
8837,IA,Rockwell city,53421.0,5.2,98.6,0.1,0.0,0.1,1.6,93.2
8838,IA,Rockwell City city,42450.0,16.5,98.4,0.2,0.1,0.4,0.4,92.6
8839,IA,Rodman city,26667.0,34.0,100.0,0.0,0.0,0.0,0.0,91.9
8840,IA,Rodney city,16944.0,20.6,90.0,0.0,8.3,0.0,0.0,62.0
8841,IA,Roland city,71705.0,4.2,98.4,0.2,0.3,0.1,1.0,97.3
8842,IA,Rolfe city,38472.0,22.9,97.3,0.5,0.0,0.0,2.4,85.1
8843,IA,Rome city,43750.0,13.3,97.4,0.0,0.0,0.0,6.0,80.6
8844,IA,Rose Hill city,30000.0,34.5,98.2,0.0,0.0,0.6,0.0,80.0
8845,IA,Roseville CDP,48116.04860392968,12.304790419161668,98.0,0.0,0.0,2.0,14.3,90.10239520958083
8846,IA,Rossie city,51875.0,11.1,95.7,0.0,0.0,0.0,5.7,100.0
8847,IA,Rowan city,31731.0,22.5,100.0,0.0,0.0,0.0,9.5,89.1
8848,IA,Rowley city,52396.0,6.3,99.6,0.0,0.4,0.0,0.0,97.1
8849,IA,Royal city,42500.0,17.1,95.5,0.2,0.0,0.0,2.7,95.5
8850,IA,Rudd city,41667.0,22.3,95.9,0.0,0.5,0.0,4.9,90.3
8851,IA,Runnells city,71250.0,4.3,97.0,0.2,0.8,0.4,1.4,97.4
8852,IA,Russell city,32188.0,38.0,96.9,0.4,2.2,0.0,2.0,90.2
8853,IA,Ruthven city,39375.0,21.6,99.1,0.0,0.5,0.0,0.8,89.0
8854,IA,Rutland city,35625.0,23.5,99.2,0.0,0.0,0.0,0.0,82.4
8855,IA,Ryan city,55000.0,3.4,99.2,0.0,0.0,0.0,0.0,86.0
8856,IA,Sabula city,48688.0,10.7,99.1,0.2,0.2,0.0,0.7,91.0
8857,IA,Sac City city,45528.0,8.3,98.3,0.1,0.0,0.2,0.2,93.0
8858,IA,Sageville city,51250.0,7.3,99.2,0.0,0.8,0.0,0.8,95.7
8859,IA,St. Ansgar city,49635.0,9.2,99.2,0.0,0.0,0.3,0.8,94.3
8860,IA,St. Anthony city,32000.0,27.7,92.2,1.0,2.9,1.0,5.9,86.9
8861,IA,St. Benedict CDP,90000.0,8.3,100.0,0.0,0.0,0.0,0.0,100.0
8862,IA,St. Charles city,66771.0,6.4,97.1,1.7,0.0,0.0,1.5,95.6
8863,IA,St. Donatus city,51071.0,4.5,97.0,0.0,0.0,0.0,3.0,98.1
8864,IA,St. Joseph CDP,45625.0,33.3,93.4,0.0,0.0,0.0,4.9,80.0
8865,IA,St. Lucas city,57273.0,7.9,100.0,0.0,0.0,0.0,0.0,84.8
8866,IA,St. Marys city,73750.0,9.4,99.2,0.0,0.0,0.0,1.6,98.2
8867,IA,St. Olaf city,39028.0,3.8,100.0,0.0,0.0,0.0,0.0,89.7
8868,IA,St. Paul city,54750.0,5.6,98.4,0.0,0.0,0.8,0.0,95.8
8869,IA,Salem city,33182.0,19.5,97.1,0.5,0.3,0.8,2.6,86.2
8870,IA,Salix city,55625.0,12.6,95.0,0.0,0.6,1.7,1.1,94.3
8871,IA,Sanborn city,48419.0,5.6,97.6,0.5,0.1,0.1,2.3,89.4
8872,IA,Sandyville city,30625.0,26.8,98.0,2.0,0.0,0.0,0.0,70.0
8873,IA,Saylorville CDP,71318.0,14.6,97.3,0.9,0.2,0.9,1.4,97.8
8874,IA,Scarville city,37500.0,22.2,97.2,0.0,1.4,1.4,0.0,95.7
8875,IA,Schaller city,41875.0,8.1,93.5,0.1,0.1,0.3,9.6,91.0
8876,IA,Schleswig city,50278.0,13.7,92.9,0.6,0.0,0.1,6.9,92.3
8877,IA,Scranton city,43929.0,14.6,96.4,0.0,0.0,0.0,2.9,87.7
8878,IA,Searsboro city,30417.0,26.3,99.3,0.0,0.0,0.0,0.0,87.8
8879,IA,Sergeant Bluff city,82419.0,15.4,93.1,1.1,0.8,2.1,3.3,95.3
8880,IA,Sexton CDP,48116.04860392968,0.0,100.0,0.0,0.0,0.0,0.0,100.0
8881,IA,Seymour city,27639.0,30.2,98.7,0.0,0.0,0.4,1.6,84.2
8882,IA,Shambaugh city,41875.0,16.9,100.0,0.0,0.0,0.0,1.6,93.4
8883,IA,Shannon City city,32292.0,5.5,98.6,0.0,0.0,0.0,1.4,98.0
8884,IA,Sharpsburg city,31875.0,9.7,98.9,0.0,0.0,0.0,5.6,96.2
8885,IA,Sheffield city,48036.0,11.8,98.2,0.2,0.3,0.5,0.9,93.6
8886,IA,Shelby city,44167.0,17.6,98.6,0.2,0.2,0.2,0.9,89.1
8887,IA,Sheldahl city,56250.0,8.3,98.7,0.0,0.3,0.0,0.9,92.9
8888,IA,Sheldon city,51500.0,7.1,93.7,0.6,0.0,1.1,6.5,91.8
8889,IA,Shell Rock city,50324.0,9.9,97.5,0.0,0.4,0.2,1.2,95.1
8890,IA,Shellsburg city,48162.0,17.7,96.7,0.7,1.0,0.1,0.5,94.3
8891,IA,Shenandoah city,36541.0,24.7,96.4,0.3,0.2,0.5,4.0,84.9
8892,IA,Sherrill city,68750.0,0.0,94.9,2.3,0.0,0.0,2.8,86.5
8893,IA,Shueyville city,111875.0,0.5,97.1,0.3,0.2,1.4,1.0,97.7
8894,IA,Sibley city,40602.0,11.8,93.1,0.3,0.3,0.5,11.4,81.6
8895,IA,Sidney city,48636.0,12.3,96.8,0.4,0.5,0.2,1.6,89.5
8896,IA,Sigourney city,39750.0,16.2,98.2,0.7,0.2,0.3,0.4,89.9
8897,IA,Silver City city,69375.0,2.3,95.9,0.0,0.8,0.0,1.2,86.4
8898,IA,Sioux Center city,66906.0,4.4,91.6,0.4,0.3,1.2,13.1,87.4
8899,IA,Sioux City city,43888.0,15.7,80.6,2.9,2.6,2.7,16.4,83.6
8900,IA,Sioux Rapids city,39375.0,14.9,94.3,0.6,0.1,0.4,8.4,93.8
8901,IA,Slater city,72222.0,4.1,98.5,0.3,0.2,0.0,1.3,99.2
8902,IA,Sloan city,57656.0,12.6,96.9,0.0,2.2,0.1,1.8,94.8
8903,IA,Smithland city,38750.0,21.3,97.3,0.0,0.0,0.0,3.1,91.7
8904,IA,Soldier city,38750.0,2.6,94.8,0.6,1.1,0.0,2.9,95.7
8905,IA,Solon city,75833.0,5.4,97.8,0.3,0.0,0.3,1.5,97.9
8906,IA,Somers city,42813.0,5.4,95.6,0.0,0.0,0.9,0.0,93.0
