,Geographic Area,City,Median Income
783,AK,Mentasta Lake CDP,21250.0
784,AK,Mertarvik CDP,52099.594405594406
785,AK,Metlakatla CDP,49924.0
786,AK,Minto CDP,32250.0
787,AK,Moose Creek CDP,51369.0
788,AK,Moose Pass CDP,102750.0
789,AK,Mosquito Lake CDP,31736.0
790,AK,Mountain Village city,39205.0
791,AK,Mud Bay CDP,119423.0
792,AK,Nabesna CDP,52099.594405594406
793,AK,Naknek CDP,79750.0
794,AK,Nanwalek CDP,33542.0
795,AK,Napakiak city,24167.0
796,AK,Napaskiak city,30625.0
797,AK,Naukati Bay CDP,52099.594405594406
798,AK,Nelchina CDP,41964.0
799,AK,Nelson Lagoon CDP,74375.0
800,AK,Nenana city,43250.0
801,AK,New Allakaket CDP,26250.0
802,AK,Newhalen city,56250.0
803,AK,New Stuyahok city,42813.0
804,AK,Newtok CDP,38125.0
805,AK,Nightmute city,39375.0
806,AK,Nikiski CDP,70909.0
807,AK,Nikolaevsk CDP,23125.0
808,AK,Nikolai city,36875.0
809,AK,Nikolski CDP,35000.0
810,AK,Ninilchik CDP,49659.0
811,AK,Noatak CDP,51250.0
812,AK,Nome city,76389.0
813,AK,Nondalton city,30833.0
814,AK,Noorvik city,40833.0
815,AK,North Pole city,70536.0
816,AK,Northway CDP,51250.0
817,AK,Northway Junction CDP,57500.0
818,AK,Northway Village CDP,20000.0
819,AK,Nuiqsut city,80938.0
820,AK,Nulato city,38281.0
821,AK,Nunam Iqua city,41250.0
822,AK,Nunapitchuk city,35833.0
823,AK,Old Harbor city,33750.0
824,AK,Oscarville CDP,52099.594405594406
825,AK,Ouzinkie city,34464.0
826,AK,Palmer city,61797.0
827,AK,Paxson CDP,52099.594405594406
828,AK,Pedro Bay CDP,56667.0
829,AK,Pelican city,66667.0
830,AK,Perryville CDP,38125.0
831,AK,Petersburg CDP,68641.0
832,AK,Petersville CDP,52099.594405594406
833,AK,Pilot Point city,28750.0
834,AK,Pilot Station city,33125.0
835,AK,Pitkas Point CDP,47500.0
836,AK,Platinum city,44063.0
837,AK,Pleasant Valley CDP,68929.0
838,AK,Point Baker CDP,52099.594405594406
839,AK,Point Hope city,57292.0
840,AK,Point Lay CDP,61563.0
841,AK,Point MacKenzie CDP,78500.0
842,AK,Point Possession CDP,52099.594405594406
843,AK,Pope-Vannoy Landing CDP,52099.594405594406
844,AK,Portage Creek CDP,52099.594405594406
845,AK,Port Alexander city,82813.0
846,AK,Port Alsworth CDP,63750.0
847,AK,Port Clarence CDP,52099.594405594406
848,AK,Port Graham CDP,30000.0
849,AK,Port Heiden city,59375.0
850,AK,Port Lions city,41042.0
851,AK,Port Protection CDP,52099.594405594406
852,AK,Primrose CDP,81458.0
853,AK,Prudhoe Bay CDP,52099.594405594406
854,AK,Quinhagak city,31719.0
855,AK,Rampart CDP,52099.594405594406
856,AK,Red Devil CDP,51875.0
857,AK,Red Dog Mine CDP,52099.594405594406
858,AK,Ridgeway CDP,103203.0
859,AK,Ruby city,24688.0
860,AK,Russian Mission city,36563.0
861,AK,St. George city,53750.0
862,AK,St. Mary's city,42500.0
863,AK,St. Michael city,33125.0
864,AK,St. Paul city,57708.0
865,AK,Salamatof CDP,61458.0
866,AK,Salcha CDP,79167.0
867,AK,Sand Point city,56875.0
868,AK,Savoonga city,33661.0
869,AK,Saxman city,46250.0
870,AK,Scammon Bay city,27917.0
871,AK,Selawik city,41827.0
872,AK,Seldovia city,46875.0
873,AK,Seldovia Village CDP,59250.0
874,AK,Seward city,53750.0
875,AK,Shageluk city,52099.594405594406
876,AK,Shaktoolik city,38750.0
877,AK,Shishmaref city,29375.0
878,AK,Shungnak city,43125.0
879,AK,Silver Springs CDP,85341.0
880,AK,Sitka city and borough,70376.0
881,AK,Skagway CDP,69643.0
882,AK,Skwentna CDP,31667.0
883,AK,Slana CDP,18063.0
884,AK,Sleetmute CDP,30313.0
885,AK,Soldotna city,65048.0
886,AK,South Naknek CDP,58750.0
887,AK,South Van Horn CDP,65750.0
888,AK,Stebbins city,39271.0
889,AK,Steele Creek CDP,82049.0
890,AK,Sterling CDP,71597.0
891,AK,Stevens Village CDP,15938.0
892,AK,Stony River CDP,22500.0
893,AK,Sunrise CDP,52099.594405594406
894,AK,Susitna CDP,52099.594405594406
895,AK,Susitna North CDP,50536.0
896,AK,Sutton-Alpine CDP,35500.0
897,AK,Takotna CDP,23750.0
898,AK,Talkeetna CDP,49861.0
899,AK,Tanacross CDP,18194.0
900,AK,Tanaina CDP,78263.0
901,AK,Tanana city,45625.0
902,AK,Tatitlek CDP,40000.0
903,AK,Tazlina CDP,64688.0
904,AK,Teller city,24792.0
905,AK,Tenakee Springs city,54375.0
906,AK,Tetlin CDP,21563.0
907,AK,Thorne Bay city,53393.0
908,AK,Togiak city,46250.0
909,AK,Tok CDP,56818.0
910,AK,Toksook Bay city,64000.0
911,AK,Tolsona CDP,52099.594405594406
912,AK,Tonsina CDP,52099.594405594406
913,AK,Trapper Creek CDP,23125.0
914,AK,Tuluksak CDP,23214.0
915,AK,Tuntutuliak CDP,36750.0
916,AK,Tununak CDP,32500.0
917,AK,Twin Hills CDP,38125.0
918,AK,Two Rivers CDP,66466.0
919,AK,Tyonek CDP,33750.0
920,AK,Ugashik CDP,53958.0
921,AK,Unalakleet city,68015.0
922,AK,Unalaska city,90500.0
923,AK,Upper Kalskag city,36806.0
924,AK,Valdez city,98204.0
925,AK,Venetie CDP,27500.0
926,AK,Wainwright city,64583.0
927,AK,Wales city,29063.0
928,AK,Wasilla city,61541.0
929,AK,Whale Pass CDP,52099.594405594406
930,AK,White Mountain city,27083.0
931,AK,Whitestone CDP,52099.594405594406
932,AK,Whitestone Logging Camp CDP,52099.594405594406
933,AK,Whittier city,55893.0
934,AK,Willow CDP,61970.0
935,AK,Willow Creek CDP,52099.594405594406
936,AK,Wiseman CDP,52099.594405594406
937,AK,Womens Bay CDP,86818.0
938,AK,Wrangell city and borough,48603.0
939,AK,Yakutat CDP,72500.0
940,AZ,Aguila CDP,26842.0
941,AZ,Ajo CDP,32964.0
942,AZ,Ak Chin CDP,42495.666666666664
943,AZ,Ak-Chin Village CDP,25197.0
944,AZ,Alamo Lake CDP,42495.666666666664
945,AZ,Ali Chuk CDP,18661.0
946,AZ,Ali Chukson CDP,42495.666666666664
947,AZ,Ali Molina CDP,42495.666666666664
948,AZ,Alpine CDP,42495.666666666664
949,AZ,Amado CDP,50284.0
950,AZ,Anegam CDP,42495.666666666664
951,AZ,Antares CDP,25417.0
952,AZ,Anthem CDP,85893.0
953,AZ,Apache Junction city,35671.0
954,AZ,Arivaca CDP,22130.0
955,AZ,Arivaca Junction CDP,36354.0
956,AZ,Arizona City CDP,42927.0
957,AZ,Arizona Village CDP,35625.0
958,AZ,Arlington CDP,42495.666666666664
959,AZ,Ash Fork CDP,25762.0
960,AZ,Avenue B and C CDP,26495.0
961,AZ,Avondale city,55100.0
962,AZ,Avra Valley CDP,49902.0
963,AZ,Aztec CDP,42495.666666666664
964,AZ,Bagdad CDP,78233.0
965,AZ,Bear Flat CDP,42495.666666666664
966,AZ,Beaver Dam CDP,45078.0
967,AZ,Beaver Valley CDP,42495.666666666664
968,AZ,Benson city,32010.0
969,AZ,Beyerville CDP,31875.0
970,AZ,Bisbee city,31010.0
971,AZ,Bitter Springs CDP,25000.0
972,AZ,Black Canyon City CDP,35781.0
973,AZ,Blackwater CDP,18068.0
974,AZ,Bluewater CDP,33355.0
975,AZ,Bouse CDP,30326.0
976,AZ,Bowie CDP,33438.0
977,AZ,Brenda CDP,57708.0
978,AZ,Bryce CDP,56771.0
979,AZ,Buckeye town,58939.0
980,AZ,Buckshot CDP,42495.666666666664
981,AZ,Bullhead City city,35948.0
982,AZ,Burnside CDP,24583.0
983,AZ,Bylas CDP,24028.0
984,AZ,Cactus Flats CDP,56897.0
985,AZ,Cactus Forest CDP,26573.0
986,AZ,Cameron CDP,35000.0
987,AZ,Campo Bonito CDP,42495.666666666664
988,AZ,Camp Verde town,32957.0
989,AZ,Cane Beds CDP,47647.0
990,AZ,Canyon Day CDP,30000.0
991,AZ,Carefree town,93014.0
992,AZ,Carrizo CDP,22946.0
993,AZ,Casa Blanca CDP,18750.0
994,AZ,Casa Grande city,44348.0
995,AZ,Casas Adobes CDP,56265.0
996,AZ,Catalina CDP,50885.0
997,AZ,Catalina Foothills CDP,78586.0
998,AZ,Cave Creek town,76149.0
999,AZ,Cedar Creek CDP,22411.0
1000,AZ,Centennial Park CDP,45060.0
1001,AZ,Central CDP,42495.666666666664
1002,AZ,Central Heights-Midland City CDP,34000.0
1003,AZ,Chandler city,72695.0
1004,AZ,Charco CDP,42495.666666666664
1005,AZ,Chiawuli Tak CDP,42495.666666666664
1006,AZ,Chilchinbito CDP,16528.0
1007,AZ,Chinle CDP,41296.0
1008,AZ,Chino Valley town,43379.0
1009,AZ,Chloride CDP,20431.0
1010,AZ,Christopher Creek CDP,23611.0
1011,AZ,Chuichu CDP,39350.0
1012,AZ,Cibecue CDP,18088.0
1013,AZ,Cibola CDP,36940.0
1014,AZ,Cienega Springs CDP,33636.0
1015,AZ,Citrus Park CDP,93684.0
1016,AZ,Clacks Canyon CDP,100104.0
1017,AZ,Clarkdale town,46949.0
1018,AZ,Claypool CDP,32796.0
1019,AZ,Clay Springs CDP,42495.666666666664
1020,AZ,Clifton town,58036.0
1021,AZ,Colorado City town,30150.0
1022,AZ,Comobabi CDP,42495.666666666664
1023,AZ,Concho CDP,42495.666666666664
1024,AZ,Congress CDP,39364.0
1025,AZ,Coolidge city,39621.0
1026,AZ,Copper Hill CDP,42495.666666666664
1027,AZ,Cordes Lakes CDP,30815.0
1028,AZ,Cornfields CDP,21250.0
1029,AZ,Cornville CDP,38900.0
1030,AZ,Corona de Tucson CDP,90231.0
1031,AZ,Cottonwood CDP,41875.0
1032,AZ,Cottonwood city,36440.0
1033,AZ,Cowlic CDP,42495.666666666664
1034,AZ,Crozier CDP,45208.0
1035,AZ,Crystal Beach CDP,38625.0
1036,AZ,Cutter CDP,42495.666666666664
1037,AZ,Dateland CDP,45417.0
1038,AZ,Deer Creek CDP,55179.0
1039,AZ,Del Muerto CDP,42495.666666666664
1040,AZ,Dennehotso CDP,23500.0
1041,AZ,Desert Hills CDP,30513.0
1042,AZ,Dewey-Humboldt town,44167.0
1043,AZ,Dilkon CDP,30833.0
1044,AZ,Dolan Springs CDP,19615.0
1045,AZ,Doney Park CDP,82806.0
1046,AZ,Donovan Estates CDP,37938.0
1047,AZ,Douglas city,27975.0
1048,AZ,Dragoon CDP,65074.0
1049,AZ,Drexel Heights CDP,45617.0
1050,AZ,Dripping Springs CDP,32222.0
1051,AZ,Drysdale CDP,13750.0
1052,AZ,Dudleyville CDP,56518.0
1053,AZ,Duncan town,29400.0
1054,AZ,Eagar town,50675.0
1055,AZ,East Fork CDP,15994.0
1056,AZ,East Globe CDP,101313.0
1057,AZ,East Verde Estates CDP,34408.0
1058,AZ,Ehrenberg CDP,37125.0
1059,AZ,El Capitan CDP,74028.0
1060,AZ,Elephant Head CDP,70060.0
1061,AZ,Elfrida CDP,38750.0
1062,AZ,Elgin CDP,73214.0
1063,AZ,El Mirage city,50326.0
1064,AZ,Eloy city,31033.0
1065,AZ,El Prado Estates CDP,33750.0
1066,AZ,First Mesa CDP,23790.0
1067,AZ,Flagstaff city,48680.0
1068,AZ,Florence town,47891.0
1069,AZ,Flowing Springs CDP,42495.666666666664
1070,AZ,Flowing Wells CDP,34138.0
1071,AZ,Fort Apache CDP,110250.0
1072,AZ,Fort Defiance CDP,33264.0
1073,AZ,Fort Mohave CDP,42418.0
1074,AZ,Fort Thomas CDP,50125.0
1075,AZ,Fortuna Foothills CDP,50504.0
1076,AZ,Fort Valley CDP,111345.0
1077,AZ,Fountain Hills town,73272.0
1078,AZ,Franklin CDP,42495.666666666664
1079,AZ,Fredonia town,46490.0
1080,AZ,Freedom Acres CDP,43472.0
1081,AZ,Gadsden CDP,42495.666666666664
1082,AZ,Ganado CDP,30556.0
1083,AZ,Geronimo Estates CDP,42495.666666666664
1084,AZ,Gila Bend town,29795.0
1085,AZ,Gila Crossing CDP,35500.0
1086,AZ,Gilbert town,82424.0
1087,AZ,Gisela CDP,35444.0
1088,AZ,Glendale city,46776.0
1089,AZ,Globe city,42405.0
1090,AZ,Gold Canyon CDP,67876.0
1091,AZ,Golden Shores CDP,29118.0
1092,AZ,Golden Valley CDP,33639.0
1093,AZ,Goodyear city,70323.0
1094,AZ,Goodyear Village CDP,22361.0
1095,AZ,Grand Canyon Village CDP,38137.0
1096,AZ,Grand Canyon West CDP,42495.666666666664
1097,AZ,Greasewood CDP,27222.0
1098,AZ,Green Valley CDP,46682.0
1099,AZ,Greer CDP,42495.666666666664
1100,AZ,Guadalupe town,29375.0
1101,AZ,Gu Oidak CDP,35625.0
1102,AZ,Hackberry CDP,43750.0
1103,AZ,Haigler Creek CDP,42495.666666666664
1104,AZ,Haivana Nakya CDP,42495.666666666664
1105,AZ,Hard Rock CDP,42495.666666666664
1106,AZ,Hayden town,38167.0
1107,AZ,Heber-Overgaard CDP,30114.0
1108,AZ,Holbrook city,50240.0
1109,AZ,Hondah CDP,48125.0
1110,AZ,Hotevilla-Bacavi CDP,41467.0
1111,AZ,Houck CDP,20060.0
1112,AZ,Huachuca City town,31058.0
1113,AZ,Hunter Creek CDP,42495.666666666664
1114,AZ,Icehouse Canyon CDP,30714.0
1115,AZ,Indian Wells CDP,28333.0
1116,AZ,Jakes Corner CDP,42495.666666666664
1117,AZ,Jeddito CDP,22917.0
1118,AZ,Jerome town,30000.0
1119,AZ,Joseph City CDP,45341.0
1120,AZ,Kachina Village CDP,52668.0
1121,AZ,Kaibab CDP,19375.0
1122,AZ,Kaibito CDP,33083.0
1123,AZ,Kaka CDP,42495.666666666664
1124,AZ,Katherine CDP,33611.0
1125,AZ,Kayenta CDP,28828.0
1126,AZ,Keams Canyon CDP,42495.666666666664
1127,AZ,Kearny town,43563.0
1128,AZ,Kingman city,43246.0
1129,AZ,Kino Springs CDP,33571.0
1130,AZ,Klagetoh CDP,21875.0
1131,AZ,Kohatk CDP,42495.666666666664
1132,AZ,Kohls Ranch CDP,42495.666666666664
1133,AZ,Komatke CDP,26146.0
1134,AZ,Ko Vaya CDP,42495.666666666664
1135,AZ,Kykotsmovi Village CDP,32381.0
1136,AZ,Lake Havasu City city,42847.0
1137,AZ,Lake Montezuma CDP,50014.0
1138,AZ,Lake of the Woods CDP,38173.0
1139,AZ,La Paz Valley CDP,39000.0
1140,AZ,Lazy Y U CDP,123500.0
1141,AZ,LeChee CDP,55625.0
1142,AZ,Leupp CDP,30833.0
1143,AZ,Linden CDP,47944.0
1144,AZ,Litchfield Park city,84191.0
1145,AZ,Littlefield CDP,42495.666666666664
1146,AZ,Littletown CDP,42500.0
1147,AZ,Lower Santan Village CDP,7175.0
1148,AZ,Low Mountain CDP,42495.666666666664
1149,AZ,Lukachukai CDP,30074.0
1150,AZ,Lupton CDP,42495.666666666664
1151,AZ,McConnico CDP,42495.666666666664
1152,AZ,McNary CDP,35000.0
1153,AZ,McNeal CDP,39167.0
1154,AZ,Maish Vaya CDP,20625.0
1155,AZ,Mammoth town,35625.0
1156,AZ,Many Farms CDP,48958.0
1157,AZ,Marana town,74438.0
1158,AZ,Maricopa city,65793.0
1159,AZ,Maricopa Colony CDP,33929.0
1160,AZ,Martinez Lake CDP,108542.0
1161,AZ,Mayer CDP,44583.0
1162,AZ,Mead Ranch CDP,42495.666666666664
1163,AZ,Meadview CDP,25364.0
1164,AZ,Mesa city,48809.0
1165,AZ,Mesa del Caballo CDP,30273.0
1166,AZ,Mescal CDP,49388.0
1167,AZ,Mesquite Creek CDP,41389.0
1168,AZ,Miami town,40602.0
1169,AZ,Miracle Valley CDP,37143.0
1170,AZ,Moccasin CDP,42495.666666666664
1171,AZ,Moenkopi CDP,49762.0
1172,AZ,Mohave Valley CDP,44105.0
1173,AZ,Mojave Ranch Estates CDP,42495.666666666664
1174,AZ,Morenci CDP,65706.0
1175,AZ,Morristown CDP,24091.0
1176,AZ,Mountainaire CDP,57273.0
1177,AZ,Munds Park CDP,42495.666666666664
1178,AZ,Naco CDP,33393.0
1179,AZ,Nazlini CDP,28750.0
1180,AZ,Nelson CDP,39028.0
1181,AZ,New Kingman-Butler CDP,27675.0
1182,AZ,New River CDP,74920.0
1183,AZ,Nogales city,28044.0
1184,AZ,Nolic CDP,42495.666666666664
1185,AZ,North Fork CDP,45372.0
1186,AZ,Nutrioso CDP,42495.666666666664
1187,AZ,Oak Springs CDP,39583.0
1188,AZ,Oatman CDP,42495.666666666664
1189,AZ,Oljato-Monument Valley CDP,18125.0
1190,AZ,Oracle CDP,54029.0
1191,AZ,Orange Grove Mobile Manor CDP,23884.0
1192,AZ,Oro Valley town,77770.0
1193,AZ,Oxbow Estates CDP,42495.666666666664
1194,AZ,Padre Ranchitos CDP,44432.0
1195,AZ,Page city,57161.0
1196,AZ,Palominas CDP,42495.666666666664
1197,AZ,Paradise Valley town,151184.0
1198,AZ,Parker town,43271.0
1199,AZ,Parker Strip CDP,52132.0
1200,AZ,Parks CDP,55185.0
1201,AZ,Patagonia town,19157.0
1202,AZ,Paulden CDP,42794.0
1203,AZ,Payson town,42856.0
1204,AZ,Peach Springs CDP,34044.0
1205,AZ,Peeples Valley CDP,49545.0
1206,AZ,Peoria city,65314.0
1207,AZ,Peridot CDP,40500.0
1208,AZ,Phoenix city,47326.0
1209,AZ,Picacho CDP,36250.0
1210,AZ,Picture Rocks CDP,55643.0
1211,AZ,Pima town,47277.0
1212,AZ,Pimaco Two CDP,31438.0
1213,AZ,Pinal CDP,42495.666666666664
1214,AZ,Pine CDP,62550.0
1215,AZ,Pinedale CDP,58534.0
1216,AZ,Pine Lake CDP,42495.666666666664
1217,AZ,Pinetop Country Club CDP,62850.0
1218,AZ,Pinetop-Lakeside town,58875.0
1219,AZ,Pinion Pines CDP,69605.0
1220,AZ,Pinon CDP,36161.0
1221,AZ,Pirtleville CDP,18125.0
1222,AZ,Pisinemo CDP,26250.0
1223,AZ,Poston CDP,23988.0
1224,AZ,Prescott city,44846.0
1225,AZ,Prescott Valley town,42571.0
1226,AZ,Quartzsite town,29863.0
1227,AZ,Queen Creek town,83678.0
1228,AZ,Queen Valley CDP,38500.0
1229,AZ,Rainbow City CDP,39000.0
1230,AZ,Rancho Mesa Verde CDP,21891.0
1231,AZ,Red Mesa CDP,42321.0
1232,AZ,Red Rock CDP (Apache County),25625.0
1233,AZ,Red Rock CDP (Pinal County),57917.0
1234,AZ,Rillito CDP,42495.666666666664
1235,AZ,Rincon Valley CDP,89000.0
1236,AZ,Rio Rico CDP,50773.0
1237,AZ,Rio Verde CDP,101855.0
1238,AZ,Rock House CDP,42495.666666666664
1239,AZ,Rock Point CDP,26607.0
1240,AZ,Roosevelt CDP,42495.666666666664
1241,AZ,Rough Rock CDP,39464.0
1242,AZ,Round Rock CDP,24167.0
1243,AZ,Round Valley CDP,81360.0
1244,AZ,Rye CDP,42495.666666666664
1245,AZ,Sacate Village CDP,42495.666666666664
1246,AZ,Sacaton CDP,30147.0
1247,AZ,Sacaton Flats Village CDP,29643.0
1248,AZ,Saddlebrooke CDP,67834.0
1249,AZ,Safford city,46277.0
1250,AZ,Sahuarita town,66339.0
1251,AZ,St. David CDP,42941.0
1252,AZ,St. Johns city,39348.0
1253,AZ,St. Johns CDP,32188.0
1254,AZ,St. Michaels CDP,42206.0
1255,AZ,Salome CDP,32175.0
1256,AZ,San Carlos CDP,25363.0
1257,AZ,Sanders CDP,21125.0
1258,AZ,San Jose CDP,43375.0
1259,AZ,San Luis city,30637.0
1260,AZ,San Manuel CDP,43629.0
1261,AZ,San Miguel CDP,26719.0
1262,AZ,San Simon CDP,34531.0
1263,AZ,Santa Cruz CDP,42495.666666666664
1264,AZ,San Tan Valley CDP,59769.0
1265,AZ,Santa Rosa CDP,27279.0
1266,AZ,Sawmill CDP,25750.0
1267,AZ,Scenic CDP,33735.0
1268,AZ,Scottsdale city,73288.0
1269,AZ,Seba Dalkai CDP,28750.0
1270,AZ,Second Mesa CDP,31974.0
1271,AZ,Sedona city,55135.0
1272,AZ,Sehili CDP,42495.666666666664
1273,AZ,Seligman CDP,42495.666666666664
1274,AZ,Sells CDP,24063.0
1275,AZ,Seven Mile CDP,17344.0
1276,AZ,Shongopovi CDP,39583.0
1277,AZ,Shonto CDP,35357.0
1278,AZ,Show Low city,42614.0
1279,AZ,Sierra Vista city,59091.0
1280,AZ,Sierra Vista Southeast CDP,52026.0
1281,AZ,Six Shooter Canyon CDP,52448.0
1282,AZ,Snowflake town,51938.0
1283,AZ,So-Hi CDP,22750.0
1284,AZ,Solomon CDP,51875.0
1285,AZ,Somerton city,31540.0
1286,AZ,Sonoita CDP,83229.0
1287,AZ,South Komelik CDP,18167.0
1288,AZ,South Tucson city,21964.0
1289,AZ,Springerville town,35104.0
1290,AZ,Spring Valley CDP,43083.0
1291,AZ,Stanfield CDP,4511.0
1292,AZ,Star Valley town,26746.0
1293,AZ,Steamboat CDP,22625.0
1294,AZ,Stotonic Village CDP,8750.0
1295,AZ,Strawberry CDP,42422.0
1296,AZ,Summerhaven CDP,42495.666666666664
1297,AZ,Summit CDP,28935.0
1298,AZ,Sun City CDP,36365.0
1299,AZ,Sun City West CDP,44614.0
1300,AZ,Sunizona CDP,24875.0
1301,AZ,Sun Lakes CDP,51384.0
1302,AZ,Sun Valley CDP,13151.0
1303,AZ,Sunwest CDP,42495.666666666664
1304,AZ,Supai CDP,42495.666666666664
1305,AZ,Superior town,41367.0
1306,AZ,Surprise city,59916.0
1307,AZ,Sweet Water Village CDP,53235.0
1308,AZ,Swift Trail Junction CDP,47226.0
1309,AZ,Tacna CDP,31815.0
1310,AZ,Tanque Verde CDP,92488.0
1311,AZ,Tat Momoli CDP,42495.666666666664
1312,AZ,Taylor town,53918.0
1313,AZ,Teec Nos Pos CDP,30625.0
1314,AZ,Tees Toh CDP,25625.0
1315,AZ,Tempe city,49012.0
1316,AZ,Thatcher town,44167.0
1317,AZ,Theba CDP,32813.0
1318,AZ,Three Points CDP,36681.0
1319,AZ,Tolani Lake CDP,21458.0
1320,AZ,Tolleson city,31388.0
1321,AZ,Tombstone city,32140.0
1322,AZ,Tonalea CDP,23750.0
1323,AZ,Tonopah CDP,42495.666666666664
1324,AZ,Tonto Basin CDP,31944.0
1325,AZ,Tonto Village CDP,57000.0
1326,AZ,Topawa CDP,15313.0
1327,AZ,Topock CDP,42495.666666666664
1328,AZ,Top-of-the-World CDP,77689.0
1329,AZ,Toyei CDP,42495.666666666664
1330,AZ,Truxton CDP,30673.0
1331,AZ,Tsaile CDP,30833.0
1332,AZ,Tubac CDP,49821.0
1333,AZ,Tuba City CDP,47091.0
1334,AZ,Tucson city,37149.0
1335,AZ,Tucson Estates CDP,43919.0
1336,AZ,Tumacacori-Carmen CDP,29861.0
1337,AZ,Turkey Creek CDP,46429.0
1338,AZ,Tusayan town,36094.0
1339,AZ,Upper Santan Village CDP,42495.666666666664
1340,AZ,Utting CDP,50441.0
1341,AZ,Vail CDP,81894.0
1342,AZ,Vaiva Vo CDP,42495.666666666664
1343,AZ,Valencia West CDP,56264.0
1344,AZ,Valentine CDP,42495.666666666664
1345,AZ,Valle CDP,24400.0
1346,AZ,Valle Vista CDP,52083.0
1347,AZ,Ventana CDP,42495.666666666664
1348,AZ,Verde Village CDP,45254.0
1349,AZ,Vernon CDP,42495.666666666664
1350,AZ,Vicksburg CDP,36908.0
1351,AZ,Village of Oak Creek (Big Park) CDP,58882.0
1352,AZ,Wagon Wheel CDP,46771.0
1353,AZ,Wahak Hotrontk CDP,42495.666666666664
1354,AZ,Wall Lane CDP,30000.0
1355,AZ,Walnut Creek CDP,41250.0
1356,AZ,Washington Park CDP,46467.0
1357,AZ,Wellton town,42869.0
1358,AZ,Wellton Hills CDP,31696.0
1359,AZ,Wenden CDP,28000.0
1360,AZ,Wet Camp Village CDP,32031.0
1361,AZ,Wheatfields CDP,40000.0
1362,AZ,Whetstone CDP,55694.0
1363,AZ,Whispering Pines CDP,34286.0
1364,AZ,Whitecone CDP,20673.0
1365,AZ,White Hills CDP,48977.0
1366,AZ,White Mountain Lake CDP,24297.0
1367,AZ,Whiteriver CDP,23571.0
1368,AZ,Why CDP,42495.666666666664
1369,AZ,Wickenburg town,39148.0
1370,AZ,Wide Ruins CDP,42495.666666666664
1371,AZ,Wikieup CDP,22500.0
1372,AZ,Wilhoit CDP,34167.0
1373,AZ,Willcox city,42045.0
1374,AZ,Williams city,40200.0
1375,AZ,Williamson CDP,67804.0
1376,AZ,Willow Canyon CDP,42495.666666666664
1377,AZ,Willow Valley CDP,33591.0
1378,AZ,Window Rock CDP,42202.0
1379,AZ,Winkelman town,41250.0
1380,AZ,Winslow city,34211.0
1381,AZ,Winslow West CDP,23393.0
1382,AZ,Wintersburg CDP,68702.0
1383,AZ,Wittmann CDP,42495.666666666664
1384,AZ,Woodruff CDP,42495.666666666664
1385,AZ,Yarnell CDP,26389.0
1386,AZ,York CDP,41336.0
1387,AZ,Young CDP,48281.0
1388,AZ,Youngtown town,38205.0
1389,AZ,Yucca CDP,27857.0
1390,AZ,Yuma city,43754.0
1391,AR,Adona city,35593.40891472868
1392,AR,Alexander city,37882.0
1393,AR,Alicia town,16389.0
1394,AR,Allport town,22222.0
1395,AR,Alma city,48859.0
1396,AR,Almyra town,41042.0
1397,AR,Alpena town,26250.0
1398,AR,Altheimer city,35438.0
1399,AR,Altus city,30956.0
1400,AR,Amagon town,23750.0
1401,AR,Amity city,28611.0
1402,AR,Anthonyville town,19400.0
1403,AR,Antoine town,40000.0
1404,AR,Arkadelphia city,28581.0
1405,AR,Arkansas City city,38250.0
1406,AR,Ashdown city,33696.0
1407,AR,Ash Flat city,22946.0
1408,AR,Atkins city,40122.0
1409,AR,Aubrey town,35593.40891472868
1410,AR,Augusta city,28495.0
1411,AR,Austin city,70652.0
1412,AR,Avilla CDP,59806.0
1413,AR,Avoca town,54375.0
1414,AR,Bald Knob city,30913.0
1415,AR,Banks town,21500.0
1416,AR,Barling city,36491.0
1417,AR,Bassett town,27143.0
1418,AR,Batesville city,38092.0
1419,AR,Bauxite town,36548.0
1420,AR,Bay city,35984.0
1421,AR,Bearden city,25417.0
1422,AR,Beaver town,42143.0
1423,AR,Beebe city,36558.0
1424,AR,Beedeville town,22083.0
1425,AR,Bella Vista city,61290.0
1426,AR,Bellefonte town,36964.0
1427,AR,Belleville city,35000.0
1428,AR,Ben Lomond town,25972.0
1429,AR,Benton city,51778.0
1430,AR,Bentonville city,71941.0
1431,AR,Bergman town,41339.0
1432,AR,Berryville city,35327.0
1433,AR,Bethel Heights city,52426.0
1434,AR,Bigelow town,33750.0
